鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
龜山區,房地(土地+建物)+車位,桃園市龜山區民生街６號五樓,20.25,1140207,土地2建物1車位3,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021010,166.13,4,2,2,有,有,9490000,57121,坡道平面,110.5,0,RPQNMLRLKHKGFHH09EA,67.2,2.02,7.28,有
桃園區,房地(土地+建物)+車位,桃園市桃園區國強一街１８２號十五樓之２,15.02,1140220,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980815,130.81,2,2,1,有,有,11680000,89290,坡道平面,30.11,0,RPUOMLOLKHKGFAH48DA,60.3,1.5,9.28,有
中壢區,房地(土地+建物)+車位,桃園市中壢區華美三路３６５號,15.13,1140221,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1060509,112.4,0,0,0,無,有,11800000,104982,坡道平面,0,0,RPWPMLRLKHKGFBH56DA,49.26,0,3.37,有
龍潭區,房地(土地+建物),桃園市龍潭區梅龍一街２２巷８號,28.33,1140207,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700825,28.42,3,2,2,有,無,2000000,70373,,0,0,RPOOMLPLKHKGFCH18DA,28.42,0,0,無
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區經國路９０６號四樓,21.19,1140219,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1011112,251.94,0,0,0,無,有,21350000,84742,坡道平面,72.3,0,RPTNMLRLKHKGFEH98DA,113.68,0,0,有
桃園區,房地(土地+建物)+車位,桃園市桃園區國聖一街１９２號五樓,21.72,1140206,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,153.58,3,2,2,有,有,7500000,48834,升降機械,0,0,RPPNMLTKKHKGFAH28DA,100.15,0,11.64,有
桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街１３１巷２６弄３２號九樓,30.5,1140215,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1010618,103.25,2,1,1,有,有,9600000,105565,坡道平面,26.52,1500000,RPWOMLNJLHKGFAH48DA,45.98,2.73,5.56,有
中壢區,房地(土地+建物),桃園市中壢區長樂二街１０９號十二樓,17.52,1140206,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080613,71.82,1,1,1,有,有,8800000,122529,,0,0,RPQTMLRJKHKGFBH78DA,42.5,1.22,5.25,有
中壢區,房地(土地+建物)+車位,桃園市中壢區同慶路２５１號五樓,15.86,1140220,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880601,146.52,3,2,2,有,有,9000000,61425,坡道平面,0,0,RPROMLLLKHKGFBH97DA,82.23,0,5.83,有
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５５號二樓,22.71,1140205,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,132.77,2,2,2,有,有,11500000,86616,坡道平面,26.98,0,RPPOMLRLKHKGFBH38DA,61.95,0,8.58,有
