物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
八斗子倉儲,基隆市中正區北寧路,N/A,N/A,96.77,#NAME?,1/1樓,"1,280 萬"
海中天採光3房,基隆市中正區新豐街,華廈,30.2年,31.81,3房(室)2廳2衛,3/9樓,688 萬
武嶺街精美2樓,基隆市安樂區武嶺街,公寓,49.8年,23.65,3房(室)2廳1衛,2/4樓,666 萬
近市區稀有邊間美宅,基隆市仁愛區劉銘傳路,公寓,29.9年,20.12,2房(室)2廳2衛,3/5樓,530 萬
近市區稀有邊間美宅,基隆市仁愛區劉銘傳路,公寓,29.9年,20.12,2房(室)2廳2衛,3/5樓,530 萬
正榮街精緻3房,基隆市中正區正榮街,公寓,42.3年,30.41,3房(室)2廳2衛,B1/1樓,558 萬
新橫濱夢悅２房+平車,基隆市中山區復興路,電梯大樓,1.7年,34.85,2房(室)1廳1衛,8/13樓,"1,198 萬"
麗景天下低總價有隔間,基隆市七堵區麗景一街,公寓,33.8年,18.81,#NAME?,2/4樓,418 萬
東信路鬧中取靜透天,基隆市信義區東信路,透天厝,57.2年,27.8,3房(室)2廳2衛,1~2/2樓,480 萬
銘傳獨棟危老宅,基隆市仁愛區劉銘傳路,透天厝,62.9年,44.65,#NAME?,1~2/2樓,"1,780 萬"
國揚低樓層漂亮屋,基隆市安樂區基金一路,公寓,29.5年,26.15,3房(室)2廳2衛,3/5樓,550 萬
武嶺街精美2樓3房,基隆市安樂區武嶺街,公寓,49.8年,23.65,3房(室)2廳1衛,2/4樓,666 萬
水美山景大3房,基隆市中正區觀海街,電梯大樓,26.8年,35.62,3房(室)2廳2衛,13/16樓,630 萬
大慶第一排邊間三房,基隆市安樂區中和路,公寓,27.3年,35.75,3房(室)2廳2衛,4/5樓,555 萬
復興街透天厝,基隆市仁愛區復興街,透天厝,64.3年,23.34,3房(室)1廳2衛,1~2/2樓,250 萬
喜市溫馨2房+車位,基隆市安樂區中和路,電梯大樓,28.4年,21.3,2房(室)2廳1衛,5/11樓,618 萬
信義邸三房車66大順,基隆市信義區深澳坑路,華廈,1.1年,41.83,3房(室)2廳2衛,6/7樓,"1,185 萬"
暖暖街超大坪數店住,基隆市暖暖區暖暖街,華廈,31.5年,112.12,4房(室)2廳4衛,1~2/7樓,"3,580 萬"
水美百萬裝潢3房車,基隆市中正區觀海街,電梯大樓,28.3年,45.89,3房(室)2廳2衛,15/15樓,828 萬
城上城精裝二房加車位,基隆市安樂區麥金路,電梯大樓,9.7年,26.25,2房(室)1廳1衛,10/18樓,"1,198 萬"
水美優質電梯套房,基隆市中正區觀海街,電梯大樓,26.8年,9.74,1房(室)--廳1衛,15/16樓,236 萬
登輝前區三房,基隆市中正區新豐街,公寓,28.9年,31.39,3房(室)2廳1衛,4/5樓,458 萬
皇家翡翠極品3房,基隆市安樂區麥金路,電梯大樓,30.3年,41.04,3房(室)2廳2衛,2/12樓,798 萬
麗景綠意景觀3房,基隆市信義區深溪路,華廈,26.7年,33.71,3房(室)2廳2衛,2/7樓,788 萬
三坑車站旁店面,基隆市仁愛區龍安街,華廈,34.7年,49.05,#NAME?,1/6樓,998 萬
信義景觀房,基隆市信義區東明路,公寓,48.8年,25.03,3房(室)1廳1衛,4/4樓,398 萬
武隆街一樓,基隆市安樂區武隆街,公寓,31.5年,27.46,3房(室)1廳2衛,1/5樓,498 萬
信義一樓+門前停車,基隆市信義區深澳坑路,公寓,27.4年,36.08,3房(室)2廳2衛,1/5樓,798 萬
東明電梯收租透天,基隆市信義區東明路,透天厝,43.4年,86.3,8房(室)1廳9衛,1~5/5樓,"2,988 萬"
祥豐街2樓素雅3房,基隆市中正區祥豐街,公寓,42.2年,36.74,3房(室)2廳2衛,2/5樓,628 萬
崇德路低總價3房,基隆市安樂區崇德路,公寓,53.9年,14.63,3房(室)1廳1衛,1/2樓,298 萬
東信路一樓故事屋,基隆市信義區東信路,公寓,53.6年,23.75,3房(室)2廳2衛,1/3樓,558 萬
喜市典雅2房+車位,基隆市安樂區中和路,電梯大樓,28.4年,21.3,2房(室)2廳1衛,5/11樓,618 萬
民生世界2樓3房,基隆市信義區深澳坑路,公寓,30.4年,21.28,3房(室)2廳2衛,2/4樓,488 萬
光華國宅珍藏3房+車位,基隆市仁愛區成功一路,電梯大樓,28.3年,48.25,3房(室)2廳2衛,7/14樓,"1,399 萬"
光華國宅珍藏3房+車位,基隆市仁愛區成功一路,電梯大樓,28.3年,48.25,3房(室)2廳2衛,7/14樓,"1,399 萬"
轟動景觀2房,基隆市安樂區麥金路,電梯大樓,31.0年,16.79,2房(室)1廳1衛,13/19樓,588 萬
國揚前區精裝3房,基隆市安樂區基金一路,公寓,29.1年,30.18,3房(室)2廳2衛,5/5樓,488 萬
轟動天廈超值2房,基隆市安樂區麥金路,電梯大樓,31.0年,16.79,2房(室)1廳1衛,13/19樓,538 萬
水美前區2房,基隆市中正區觀海街,電梯大樓,26.8年,21.4,2房(室)1廳2衛,8/16樓,498 萬
中山統一新城輕鬆成家好宅,基隆市中山區復興路,公寓,42.9年,23.99,2房(室)2廳1衛,2/5樓,558 萬
正火車站電梯1樓,基隆市中山區中山一路,電梯大樓,28.9年,23.71,5房(室)1廳5衛,1/12樓,"1,198 萬"
立德路平地採光屋,基隆市中正區立德路,公寓,42.8年,28.34,3房(室)2廳1衛,4/5樓,488 萬
碧海景觀兩房,基隆市中正區新豐街,電梯大樓,28.9年,21.82,2房(室)1廳1衛,10/23樓,588 萬
海大收租五套房,基隆市中正區中正路,公寓,46.4年,23.31,5房(室)--廳5衛,1/5樓,688 萬
安一路簡約3房,基隆市安樂區安一路,公寓,53.1年,21.67,3房(室)2廳1衛,4/4樓,338 萬
安一路美美3房,基隆市安樂區安一路,公寓,53.1年,20.88,3房(室)1廳1衛,4/4樓,338 萬
微笑樹海2房+車位,基隆市信義區孝東路,電梯大樓,8.0年,42.7,2房(室)2廳1衛,13/15樓,"1,298 萬"
調和街商業用地下室,基隆市中正區調和街,公寓,45.2年,519.65,#NAME?,1/5樓,"1,498 萬"
星野景觀蝴蝶兩房,基隆市中山區復興路,電梯大樓,2.9年,32.79,2房(室)2廳1衛,10/14樓,"1,380 萬"
信義邸三房車森林浴,基隆市信義區深澳坑路,華廈,1.2年,47.97,3房(室)2廳2衛,2/7樓,"1,267 萬"
近市區電梯三房,基隆市中正區中正路,華廈,25.7年,34.33,3房(室)2廳--衛,6/7樓,760 萬
信義大街採光大三房,基隆市信義區東光路,公寓,29.9年,32.48,3房(室)2廳2衛,5/5樓,458 萬
新西街天空之城,基隆市安樂區新西街,透天厝,50.9年,18.65,#NAME?,1~2/2樓,298 萬
劉銘傳路5套房,基隆市仁愛區劉銘傳路,公寓,54.5年,33.26,5房(室)--廳5衛,4/4樓,728 萬
電梯四房加雙車位,基隆市中正區觀海街,電梯大樓,26.8年,71.61,4房(室)2廳1衛,12/16樓,"1,195 萬"
中平低樓層美兩房,基隆市安樂區中平街,公寓,45.8年,22.19,2房(室)1廳1衛,3/4樓,398 萬
愛買旁獨棟電梯,基隆市信義區深溪路,華廈,13.0年,152.41,#NAME?,1~5/5樓,"5,900 萬"
豐稔街收租屋,基隆市中正區豐稔街,公寓,52.1年,23.29,7房(室)3廳3衛,4/4樓,588 萬
延平收租４樓,基隆市仁愛區延平街,公寓,43.9年,23.31,4房(室)2廳2衛,4/4樓,488 萬
水美前區兩房車位,基隆市中正區觀海街,電梯大樓,26.8年,33.9,2房(室)2廳1衛,10/16樓,698 萬
近廟口全新三套房,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)--廳3衛,4/4樓,368 萬
星河繪玄關大三房露台戶+平車,基隆市中正區調和街,電梯大樓,6.7年,48.99,3房(室)2廳2衛,2/14樓,"1,298 萬"
水美３房＋車位,基隆市中正區觀海街,電梯大樓,26.8年,45.89,3房(室)2廳2衛,15/15樓,828 萬
七堵火車站旁3房,基隆市七堵區明德二路,公寓,35.4年,33.02,3房(室)2廳2衛,5/5樓,528 萬
碧海安家景觀2房,基隆市中正區新豐街,電梯大樓,28.9年,21.82,2房(室)1廳1衛,10/23樓,588 萬
碧海安家景觀2房,基隆市中正區新豐街,電梯大樓,28.9年,21.82,2房(室)1廳1衛,10/23樓,588 萬
早安國揚綠意3房車,基隆市中正區新豐街,華廈,4.0年,49.23,3房(室)2廳2衛,4/9樓,"1,320 萬"
百七街2樓,基隆市七堵區百七街,公寓,45.3年,30.07,2房(室)2廳1衛,2/4樓,890 萬
水美雙主臥大4房,基隆市中正區觀海街,電梯大樓,26.8年,49.32,4房(室)2廳4衛,5/16樓,888 萬
市區高投報3套房,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)1廳3衛,4/4樓,368 萬
喜市高樓2房,基隆市安樂區中和路,電梯大樓,28.4年,33.57,2房(室)2廳2衛,21~22/22樓,598 萬
廟口旁三套房,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)1廳3衛,4/4樓,368 萬
吉祥大樓,基隆市仁愛區愛三路,電梯大樓,42.4年,288.82,#NAME?,10/11樓,"9,000 萬"
水美秀麗山景兩房+車位,基隆市中正區觀海街,電梯大樓,26.8年,36.07,2房(室)1廳2衛,8/16樓,626 萬
中正路黃金店面,基隆市中正區中正路,公寓,40.2年,14.04,#NAME?,1/5樓,658 萬
廟口旁電梯商辦,基隆市仁愛區仁三路,華廈,39.4年,30.65,#NAME?,4/7樓,880 萬
喜市全家前區,基隆市安樂區中和路,電梯大樓,28.4年,43.95,4房(室)2廳2衛,13~14/22樓,698 萬
吉祥海景大樓,基隆市仁愛區愛三路,電梯大樓,42.4年,317.34,#NAME?,11~13/13樓,"9,000 萬"
七堵低樓層四房雅寓,基隆市七堵區崇廉街,公寓,49.1年,26.61,4房(室)2廳1衛,2/4樓,688 萬
三坑車站電梯３房,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
市區便宜低總價,基隆市仁愛區南新街,公寓,44.4年,28.38,3房(室)2廳2衛,4/4樓,288 萬
喜市電梯景觀宅,基隆市安樂區中和路,電梯大樓,28.4年,33.57,3房(室)2廳2衛,21~22/22樓,598 萬
信義美大四房三樓,基隆市信義區培德路,樓中樓,36.4年,54.54,4房(室)3廳2衛,3/3樓,998 萬
通仁街便利壹樓,基隆市中山區通仁街,公寓,49.5年,8.17,2房(室)1廳1衛,1/4樓,458 萬
中平低總價美屋,基隆市安樂區中平街,公寓,47.1年,20.81,2房(室)1廳1衛,4/4樓,368 萬
中平低總價二房,基隆市安樂區中平街,公寓,45.8年,22.19,2房(室)2廳1衛,3/4樓,398 萬
市區高投報包租婆,基隆市仁愛區仁二路,公寓,51.8年,17.44,3房(室)--廳3衛,1/4樓,568 萬
調和街裝潢二樓,基隆市中正區調和街,公寓,48.8年,25.54,3房(室)1廳1衛,2/2樓,398 萬
水美山景大2房+車位,基隆市中正區觀海街,電梯大樓,26.8年,36.07,2房(室)1廳2衛,8/16樓,626 萬
武昌街平地三樓,基隆市中正區武昌街,公寓,44.4年,25.06,3房(室)2廳1衛,3/5樓,458 萬
復興路透天+使用車位,基隆市中山區復興路,透天厝,30.5年,49.32,3房(室)2廳2衛,1~2/2樓,788 萬
復興路郵局旁３房,基隆市中山區復興路,公寓,51.4年,24.76,3房(室)2廳2衛,3/4樓,575 萬
七堵河岸景觀5+6樓,基隆市七堵區崇孝街,公寓,43.8年,30.36,4房(室)2廳2.5衛,4~5/5樓,800 萬
喜市成家三房,基隆市安樂區中和路,電梯大樓,28.4年,33.57,3房(室)2廳2衛,21/22樓,598 萬
正市區多功能一樓+車庫,基隆市仁愛區劉銘傳路,公寓,47.7年,26.52,2房(室)2廳1衛,1/5樓,798 萬
大慶新婚四房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
大慶新婚四房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
近市區浪漫電梯3房,基隆市中正區中正路,華廈,37.0年,33.7,3房(室)2廳2衛,2/10樓,"1,298 萬"
藍色國宅四房,基隆市安樂區安和二街,電梯大樓,29.7年,41.99,4房(室)2廳2衛,11/16樓,988 萬
民生漂亮2F,基隆市信義區深澳坑路,公寓,30.4年,21.28,3房(室)2廳2衛,2/4樓,488 萬
安樂路一段美寓頂加,基隆市安樂區安樂路一段,公寓,42.4年,16.74,5房(室)2廳4衛,5/5樓,528 萬
微笑四改三房車位,基隆市信義區孝東路,電梯大樓,8.0年,73.26,3房(室)3廳2衛,4/15樓,"2,350 萬"
彩虹屋渡假３房,基隆市中正區平二路,公寓,44.5年,22.21,3房(室)2廳2衛,5/5樓,425 萬
武昌街明亮3房,基隆市中正區武昌街,公寓,44.4年,25.06,3房(室)2廳1衛,3/5樓,458 萬
調和街2樓幸福3房,基隆市中正區調和街,公寓,48.8年,25.54,3房(室)2廳1衛,2/2樓,398 萬
復興路精美二樓,基隆市中山區復興路,公寓,42.9年,23.99,2房(室)2廳1衛,2/5樓,558 萬
暖暖松泉四房+雙車位,基隆市暖暖區暖暖街,華廈,20.8年,51.55,4房(室)2廳2衛,2/10樓,"1,680 萬"
巴賽漂亮三房加子母大車位,基隆市中正區新豐街,電梯大樓,27.9年,46.56,3房(室)2廳2衛,10/17樓,"1,198 萬"
新橫濱收租霸王,基隆市中山區德安路,公寓,44.8年,22.7,3房(室)1廳1衛,4/4樓,458 萬
巴賽３房加車位,基隆市中正區新豐街,電梯大樓,27.9年,46.56,3房(室)2廳2衛,10/17樓,"1,198 萬"
帝王座向新橫濱上野大三房+平車,基隆市中山區復興路,華廈,3.0年,46.83,3房(室)2廳2衛,7/8樓,"1,680 萬"
國家新城漂亮3房,基隆市安樂區樂利三街,公寓,43.9年,24.38,3房(室)2廳1衛,5/5樓,450 萬
陽光青境３房樓中樓加車位,基隆市安樂區樂利三街,公寓,33.5年,65.31,3房(室)2廳2衛,4/5樓,898 萬
水美精選３房,基隆市中正區觀海街,電梯大樓,26.8年,35.2,3房(室)2廳2衛,9/16樓,688 萬
武隆街超稀有電梯３房,基隆市安樂區武隆街,華廈,26.8年,36.21,3房(室)2廳2衛,4/7樓,798 萬
基金一路小資透天  稀有釋出,基隆市安樂區基金一路,透天厝,42.1年,34.78,6房(室)2廳2衛,1~3/3樓,858 萬
新豐街山景3房,基隆市中正區新豐街,公寓,40.3年,34.18,3房(室)2廳2衛,4/4樓,498 萬
南榮路稀有電梯3房,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
夢悅城嚴選2房+車位,基隆市中山區復興路,電梯大樓,1.7年,33.8,2房(室)1廳1衛,13/13樓,"1,198 萬"
東光路透天厝,基隆市信義區東光路,透天厝,N/A,18.92,3房(室)2廳2衛,1/1樓,228 萬
百福印鈔機,基隆市七堵區百六街,公寓,44.8年,28.28,5房(室)--廳5衛,4/5樓,880 萬
五堵印鈔機,基隆市七堵區百二街,公寓,45.0年,26.96,4房(室)--廳4衛,4/5樓,780 萬
名人巷4房大露台戶,基隆市信義區東明路,公寓,35.4年,36.77,4房(室)2廳2衛,1/5樓,998 萬
義七路美寓,基隆市信義區義七路,公寓,45.4年,24.22,3房(室)2廳1衛,3/3樓,398 萬
安樂千坪商辦,基隆市安樂區麥金路,電梯大樓,31.0年,1117.8,6房(室)3廳10衛,B1~2/19樓,"19,800 萬"
星野景觀三房車,基隆市中山區復興路,電梯大樓,2.9年,43.93,3房(室)2廳2衛,15/15樓,"1,458 萬"
崇孝街精美二樓,基隆市七堵區崇孝街,公寓,43.8年,35.86,3房(室)2廳2衛,2/5樓,"1,088 萬"
崇孝街精美二樓,基隆市七堵區崇孝街,公寓,43.8年,35.86,3房(室)2廳2衛,2/5樓,"1,088 萬"
大慶易成家3房,基隆市安樂區中和路,公寓,30.8年,28.21,3房(室)2廳1衛,5/5樓,398 萬
崇德創意5樓,基隆市安樂區崇德路,公寓,35.8年,27.63,3房(室)1廳1衛,5/5樓,298 萬
祥豐街金店面+12套電梯透天,基隆市中正區祥豐街,透天厝,54.0年,98.83,12房(室)--廳12衛,1~4/4樓,"3,580 萬"
夢悅前區兩房車位,基隆市中山區復興路,電梯大樓,1.7年,33.84,2房(室)1廳1衛,8/13樓,"1,168 萬"
祥豐電梯透天,基隆市中正區祥豐街,透天厝,53.0年,98.83,12房(室)--廳13衛,1~4/4樓,"3,580 萬"
祥豐電梯透天,基隆市中正區祥豐街,透天厝,54.0年,98.83,12房(室)--廳12衛,1~4/4樓,"3,780 萬"
市區高質感３房貳樓,基隆市仁愛區仁二路,公寓,56.5年,21.4,3房(室)2廳2衛,2/4樓,750 萬
市區典雅四房壹樓,基隆市仁愛區仁二路,公寓,56.5年,26.17,4房(室)2廳2衛,1/4樓,"1,100 萬"
仁二路輕奢裝潢二樓,基隆市仁愛區仁二路,公寓,56.5年,22.57,3房(室)2廳2衛,2/4樓,750 萬
仁二路輕奢裝潢一樓,基隆市仁愛區仁二路,公寓,56.5年,26.17,4房(室)2廳2衛,1/4樓,"1,100 萬"
國城靜巷大三房,基隆市安樂區樂利三街,公寓,43.9年,23.78,3房(室)2廳1.5衛,5/5樓,338 萬
復興路精裝美2樓,基隆市中山區復興路,公寓,51.4年,24.76,3房(室)2廳2衛,2/4樓,625 萬
復興路精裝美三房,基隆市中山區復興路,公寓,51.4年,24.76,3房(室)2廳2衛,3/4樓,575 萬
七堵車站旁大坪數3房,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,658 萬
大慶精裝美3房,基隆市安樂區中和路,公寓,30.7年,39.48,3房(室)2廳2衛,4/5樓,558 萬
大慶精裝4房美寓,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
中山區裝潢美屋,基隆市中山區文化路,公寓,37.1年,21.23,2房(室)1廳1衛,3/4樓,598 萬
陽光清淨大四房平車,基隆市安樂區樂利三街,公寓,33.4年,65.31,4房(室)3廳2衛,4/5樓,898 萬
烏橋頭漂亮屋,基隆市中山區復興路,公寓,51.4年,24.76,3房(室)1廳2衛,2/4樓,595 萬
夢悅頂級精裝戶,基隆市中山區復興路,電梯大樓,1.7年,35.29,2房(室)1廳1衛,16/22樓,"1,368 萬"
市區溫馨美三房,基隆市仁愛區孝二路,公寓,49.1年,25.85,3房(室)2廳2衛,4/5樓,699 萬
海洋標準3房,基隆市中正區新豐街,電梯大樓,29.6年,35.3,3房(室)2廳2衛,10/14樓,798 萬
夢悅海景高樓２房車,基隆市中山區復興路,電梯大樓,1.7年,35.21,2房(室)1廳1衛,22/22樓,"1,300 萬"
星河繪超值兩房,基隆市中正區調和街,電梯大樓,6.7年,33.12,2房(室)2廳1衛,4/14樓,788 萬
喜市４套房,基隆市安樂區中和路,電梯大樓,28.4年,21.55,4房(室)1廳4衛,11/11樓,550 萬
市區仁二路裝潢2樓,基隆市仁愛區仁二路,公寓,56.5年,21.4,3房(室)2廳2衛,2/4樓,750 萬
安一路低總價景觀美寓,基隆市安樂區安一路,公寓,53.1年,21.67,3房(室)2廳1衛,4/4樓,338 萬
水美精美一樓三房車,基隆市中正區觀海街,電梯大樓,26.8年,46.26,3房(室)2廳2衛,1/15樓,838 萬
國產江山旁店面,基隆市暖暖區源遠路,公寓,42.5年,29.55,#NAME?,1/5樓,"2,180 萬"
水美成家一樓3房車,基隆市中正區觀海街,電梯大樓,26.8年,46.26,3房(室)2廳2衛,1/15樓,838 萬
水美成家一樓3房車,基隆市中正區觀海街,電梯大樓,26.8年,46.26,3房(室)2廳2衛,1/15樓,838 萬
上提景觀美三房,基隆市安樂區基金一路,電梯大樓,26.9年,33.92,3房(室)2廳2衛,9/12樓,798 萬
正市區燙金地段透天,基隆市仁愛區孝二路,透天厝,N/A,19.6,5房(室)2廳3衛,1~2/2樓,"1,138 萬"
中華路平地大3房,基隆市中山區中華路,公寓,41.1年,35.92,3房(室)2廳2衛,5/5樓,468 萬
文化學區精美３樓,基隆市中山區文化路,公寓,37.1年,21.23,2房(室)2廳1衛,3/4樓,598 萬
上堤花園山景三房,基隆市安樂區基金一路,電梯大樓,26.9年,33.92,3房(室)2廳2衛,9/12樓,798 萬
水美海景二改一房+車位,基隆市中正區觀海街,電梯大樓,26.8年,33.9,1房(室)2廳1衛,13/16樓,638 萬
七堵邊間大三房美宅,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,658 萬
調和街低總價美寓,基隆市中正區調和街,公寓,48.8年,25.54,3房(室)2廳1衛,2/2樓,398 萬
上提汗蒸養身房,基隆市安樂區基金一路,電梯大樓,26.9年,19.48,3房(室)2廳1衛,1/12樓,598 萬
統一新城2F,基隆市中山區復興路,公寓,42.9年,23.99,2房(室)1廳1衛,2/5樓,558 萬
山海景觀屋,基隆市中正區觀海街,電梯大樓,26.8年,33.9,1房(室)1廳1衛,13/16樓,599 萬
市區電梯精裝3房,基隆市中正區中正路,華廈,37.0年,33.7,3房(室)2廳2衛,2/9樓,"1,298 萬"
全民精裝三房車,基隆市中山區復興路,公寓,31.0年,46.33,3房(室)2廳2衛,5/5樓,698 萬
新豐登輝精裝一樓,基隆市中正區新豐街,公寓,28.9年,32.15,3房(室)2廳2衛,1/5樓,798 萬
正市區招財店,基隆市仁愛區仁三路,華廈,39.4年,30.65,#NAME?,4/7樓,988 萬
火車站家傳透店,基隆市中山區中山一路,透天厝,58.4年,73.52,#NAME?,1~4/4樓,"3,880 萬"
海科館旁2樓平地3房,基隆市中正區漁港三街,公寓,42.3年,27.29,3房(室)2廳2衛,2/5樓,468 萬
早安國揚三房收租美寓,基隆市中正區新豐街,華廈,4.0年,44.19,3房(室)2廳2衛,4/9樓,"1,398 萬"
中正低樓層3房,基隆市中正區祥豐街,公寓,42.2年,36.74,3房(室)2廳2衛,2/5樓,628 萬
義六路精裝三房壹樓,基隆市信義區義六路,公寓,52.3年,16.91,3房(室)2廳2衛,B1/4樓,798 萬
信義帝王大戶,基隆市信義區東信路,公寓,34.6年,65.71,5房(室)2廳3衛,1/5樓,"1,980 萬"
