物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
翰林苑學區四房車,基隆市信義區正信路,華廈,30.0年,51.45,4房(室)2廳2衛,7/7樓,"1,150 萬"
中平街景觀裝潢美寓,基隆市安樂區中平街,公寓,47.1年,38.58,4房(室)2廳2衛,4/4樓,538 萬
中平街精簡大4房,基隆市安樂區中平街,公寓,47.1年,38.58,4房(室)2廳2衛,4/4樓,538 萬
全民一家前區三房+車位,基隆市中山區復興路,公寓,31.0年,46.33,3房(室)2廳2衛,5/5樓,698 萬
星海灣海景尊榮大戶,基隆市中正區中正路,電梯大樓,12.7年,176.02,7房(室)3廳5衛,3/13樓,"6,580 萬"
崇德路創意大空間,基隆市安樂區崇德路,公寓,44.3年,32.8,1房(室)--廳--衛,4/4樓,298 萬
超稀有！崁仔頂店面,基隆市仁愛區愛一路,公寓,46.9年,9.71,#NAME?,1/4樓,"1,200 萬"
樂一路電梯三面採光,基隆市安樂區樂一路,華廈,33.7年,35.34,2房(室)1廳2衛,5/7樓,838 萬
喜市成家大四房,基隆市安樂區中和路,電梯大樓,28.4年,43.95,4房(室)2廳2衛,13~14/22樓,698 萬
安樂國小旁景觀四房,基隆市安樂區崇德路,公寓,49.4年,23.96,4房(室)1廳1衛,4/4樓,338 萬
麗景江山亮麗3房,基隆市信義區深溪路,華廈,28.2年,31.72,3房(室)2廳2衛,6/7樓,768 萬
麗景江山亮麗3房,基隆市信義區深溪路,華廈,28.2年,31.72,3房(室)2廳2衛,6/7樓,768 萬
東信路美裝３房５樓,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
悦莊雙車位別墅,基隆市安樂區樂利三街,別墅,14.3年,79.43,4房(室)3廳3衛,1~3/3樓,"2,480 萬"
中正路成家3房美寓,基隆市中正區中正路,公寓,53.9年,33.3,3房(室)2廳2衛,3/4樓,500 萬
大慶大戶美寓,基隆市安樂區中和路,公寓,30.8年,40.81,3房(室)2廳2衛,4/5樓,498 萬
台維大樓高樓層三房,基隆市中正區中正路,華廈,37.0年,33.7,3房(室)2廳2衛,6/10樓,"1,288 萬"
樹學院牛津區露台三房,基隆市安樂區武崙街,華廈,3.0年,45.62,3房(室)2廳2衛,5/5樓,"1,628 萬"
中和路收租透店,基隆市中山區中和路,透天厝,28.7年,51.83,#NAME?,1~3/3樓,"1,450 萬"
大慶精美4房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
義七路金雞母一樓７套房,基隆市信義區義七路,公寓,49.3年,40.82,7房(室)--廳7衛,1/4樓,988 萬
新橫濱旁收租金雞母,基隆市中山區復興路,公寓,49.9年,18.99,4房(室)--廳4衛,4/4樓,588 萬
加樂比一樓三房,基隆市安樂區武隆街,公寓,31.5年,27.46,3房(室)2廳2衛,1/5樓,498 萬
海洋世界亮麗屋,基隆市中正區新豐街,電梯大樓,29.6年,34.04,3房(室)2廳2衛,15/15樓,798 萬
統一新城景觀起家厝,基隆市中山區復興路,公寓,54.9年,33.64,3房(室)2廳2衛,4/5樓,518 萬
星河繪超值三房露臺戶,基隆市中正區調和街,電梯大樓,6.7年,32.28,3房(室)1廳1衛,2/14樓,798 萬
德安家康書香透天別墅,基隆市中山區德安路,透天厝,19.0年,87.26,5房(室)3廳3衛,B1~4/4樓,"1,980 萬"
真善美古色古香4房+車位,基隆市安樂區樂利二街,華廈,30.2年,53.83,4房(室)2廳2衛,5/7樓,"1,320 萬"
祥豐街金透店,基隆市中正區祥豐街,透天厝,57.0年,52.76,4房(室)2廳3衛,1~3/3樓,480 萬
臻壐山景美2房,基隆市中山區中和路,華廈,1.7年,27.9,2房(室)1廳1衛,6/9樓,"1,280 萬"
四季春必看好房,基隆市信義區花源五街,華廈,30.6年,33.16,3房(室)2廳2衛,8/9樓,666 萬
暖暖街透天,基隆市暖暖區暖暖街,透天厝,36.5年,38.65,4房(室)3廳3衛,1~2/2樓,"1,588 萬"
大慶7弄明亮三房,基隆市安樂區中和路,公寓,28.9年,33.38,3房(室)--廳2衛,5/5樓,428 萬
富都新城４＋５,基隆市安樂區中和路,公寓,41.5年,34.84,3房(室)2廳1衛,4/4樓,500 萬
大慶旁低總價三房,基隆市安樂區中和路,公寓,41.5年,34.84,3房(室)2廳1衛,4/4樓,500 萬
基隆女中旁大三房,基隆市信義區正信路,公寓,43.8年,34.09,3房(室)2廳1衛,5/5樓,450 萬
國城總站旁3房,基隆市安樂區樂利三街,公寓,43.9年,24.38,3房(室)2廳1衛,5/5樓,438 萬
統一新城氣派一樓+車庫,基隆市中山區復興路,公寓,43.8年,34.37,3房(室)3廳3衛,1~2/5樓,"1,088 萬"
富麗前區電梯別墅,基隆市安樂區基金一路,別墅,9.9年,126.02,6房(室)3廳3衛,1~5/5樓,"3,088 萬"
中山一路稀有透天,基隆市中山區中山一路,透天厝,N/A,66.19,5房(室)4廳3衛,1~4/4樓,988 萬
百福市中心亮麗3房,基隆市七堵區百五街,公寓,45.1年,29.06,3房(室)1廳2衛,5/5樓,699 萬
德安家康優美別墅,基隆市中山區德安路,別墅,19.0年,84.52,5房(室)3廳3衛,1~4/4樓,"1,758 萬"
德安家康優美別墅,基隆市中山區德安路,別墅,19.0年,84.52,5房(室)3廳3衛,1~4/4樓,"1,758 萬"
源遠路全聯買一送一,基隆市暖暖區源遠路,公寓,43.2年,33.03,5房(室)2廳2衛,5/5樓,498 萬
正榮超值兩層低總價,基隆市中正區正榮街,公寓,40.9年,45.56,3房(室)2廳2衛,B3/1樓,498 萬
水美前區綠意三+車,基隆市中正區觀海街,電梯大樓,26.8年,50.43,3房(室)2廳2衛,2/16樓,798 萬
安樂市場旁三+車,基隆市安樂區崇德路,公寓,44.3年,32.42,3房(室)2廳2衛,4/4樓,538 萬
法院旁精美三樓,基隆市信義區東信路,公寓,43.9年,21.54,3房(室)1廳1衛,3/5樓,568 萬
綠葉山莊前區透天,基隆市七堵區綠葉街,透天厝,26.3年,60.32,3房(室)3廳3衛,1~4/4樓,"1,498 萬"
中正最美一樓門前方便停車,基隆市中正區中正路,公寓,47.0年,22.46,3房(室)2廳2衛,1/2樓,698 萬
中正路一樓極品3房,基隆市中正區中正路,公寓,47.0年,22.46,3房(室)2廳2衛,1/2樓,698 萬
東明時尚3房,基隆市信義區東明路,華廈,30.7年,44.78,3房(室)2廳2衛,6/7樓,"1,468 萬"
水美大戶亮麗3房+平面車位,基隆市中正區觀海街,電梯大樓,26.8年,50.21,3房(室)2廳2衛,2/16樓,858 萬
南榮路權利大透天,基隆市仁愛區南榮路,透天厝,N/A,38.4,5房(室)1廳2衛,2/2樓,398 萬
海科館旁精美3樓,基隆市中正區調和街,公寓,38.6年,32.28,3房(室)2廳2衛,3/5樓,658 萬
中正路精裝4房,基隆市中正區中正路,公寓,40.7年,32.96,4房(室)2廳2衛,4/5樓,598 萬
暖暖毛胚電梯大戶+三平車,基隆市暖暖區暖暖街,華廈,34.4年,117.74,6房(室)3廳3衛,9/10樓,"1,880 萬"
義五路優質金店面,基隆市信義區義五路,公寓,46.7年,28.28,3房(室)5廳3衛,1/5樓,"2,580 萬"
基金三路邊間透天,基隆市安樂區基金三路,透天厝,28.1年,65.94,4房(室)3廳4衛,1~3/3樓,"5,900 萬"
西定路邊5+6樓,基隆市中山區西定路,公寓,44.5年,25.42,5房(室)3廳2衛,5/5樓,598 萬
中正海景四房+車位,基隆市中正區正義路,透天厝,35.6年,33.16,4房(室)2廳3衛,1/1樓,998 萬
幸福華城一樓,基隆市暖暖區碇內街,華廈,30.7年,35.51,3房(室)2廳3衛,1/6樓,480 萬
悅莊稀有雙車位別墅,基隆市安樂區樂利三街,別墅,14.3年,79.43,4房(室)3廳3衛,B1~3/3樓,"2,480 萬"
美之國花園別墅,基隆市中山區復興路,別墅,28.2年,67.91,4房(室)4廳3衛,B1~3/3樓,"2,300 萬"
南榮路5+6樓大戶,基隆市仁愛區南榮路,公寓,45.7年,25.67,5房(室)4廳2衛,5/5樓,498 萬
新豐街4+5樓5房美寓,基隆市中正區新豐街,公寓,42.7年,29.19,5房(室)3廳3衛,4/4樓,580 萬
大武崙稀有3樓,基隆市安樂區基金三路,公寓,33.3年,26.18,3房(室)2廳2衛,3/5樓,420 萬
七堵黃金二樓裝潢四房,基隆市七堵區明德二路,公寓,35.4年,50.54,4房(室)2廳2衛,2/5樓,"1,280 萬"
大慶精緻3房,基隆市安樂區中和路,公寓,30.8年,28.2,3房(室)2廳2衛,5/5樓,468 萬
統一新城精美2大房,基隆市中山區復興路,公寓,43.8年,26.64,2房(室)2廳1衛,4/5樓,498 萬
法院旁3+1房,基隆市信義區東明路,公寓,48.5年,25.03,4房(室)2廳1衛,4/4樓,368 萬
市中心收租七套房,基隆市信義區義七路,公寓,39.3年,20.62,7房(室)--廳7衛,5/5樓,650 萬
天驕景觀大3房+車位,基隆市安樂區樂利三街,電梯大樓,28.8年,54.67,3房(室)2廳2衛,16/20樓,"1,200 萬"
天驕景觀大3房+車位,基隆市安樂區樂利三街,電梯大樓,28.8年,54.67,3房(室)2廳2衛,16/20樓,"1,200 萬"
信義城美屋,基隆市信義區深溪路,華廈,7.9年,53.53,2房(室)2廳2衛,5/10樓,"1,980 萬"
暖中大露台２樓,基隆市暖暖區暖中路,公寓,50.0年,20.63,3房(室)1廳1衛,2/2樓,398 萬
米蘭皇家,基隆市中山區復興路,華廈,17.3年,28.9,2房(室)1廳1衛,2/7樓,888 萬
國城極美大三房,基隆市安樂區樂利三街,公寓,37.0年,39.51,3房(室)2廳2衛,4/5樓,668 萬
安樂景觀屋,基隆市安樂區崇德路,公寓,44.3年,32.42,3房(室)2廳2衛,4/4樓,538 萬
安樂漂亮屋,基隆市安樂區崇德路,公寓,44.3年,32.42,3房(室)2廳2衛,4/4樓,538 萬
統一新城精裝三房,基隆市中山區復興路,公寓,40.3年,35.17,3房(室)2廳2衛,3/5樓,730 萬
東信明亮大公寓,基隆市信義區東信路,公寓,42.4年,19.64,5房(室)3廳2衛,5/5樓,460 萬
八斗街邊間3房,基隆市中正區八斗街,公寓,42.3年,29.62,3房(室)2廳2衛,4/5樓,458 萬
新豐街精美透天,基隆市中正區新豐街,透天厝,41.9年,31.85,3房(室)2廳2衛,1~2/2樓,"1,298 萬"
信義市場旁5房美寓,基隆市信義區義六路,公寓,57.3年,28.17,5房(室)2廳2衛,4/4樓,720 萬
台北雪梨灣,基隆市中正區和豐街,電梯大樓,1.2年,45.93,3房(室)2廳2衛,10/11樓,"1,298 萬"
微笑台北精美兩房平車,基隆市信義區孝東路,電梯大樓,8.0年,42.71,2房(室)2廳1衛,13/15樓,"1,298 萬"
巴賽３房＋平車,基隆市中正區新豐街,電梯大樓,27.9年,44.16,3房(室)2廳2衛,9/18樓,"1,268 萬"
喜市正看山海景美屋,基隆市安樂區中和路,電梯大樓,28.4年,33.57,2房(室)2廳2衛,21/22樓,598 萬
八斗子平地成家三房,基隆市中正區漁港三街,公寓,41.8年,27.29,3房(室)2廳2衛,4/5樓,398 萬
北寧路海景3房+平車,基隆市中正區北寧路,公寓,35.0年,43.08,3房(室)2廳2衛,4/5樓,798 萬
信義三房車位,基隆市信義區深澳坑路,華廈,34.7年,47.42,3房(室)2廳2衛,5/7樓,898 萬
喜市前區大四房,基隆市安樂區中和路,電梯大樓,28.4年,43.95,4房(室)2廳2衛,13/22樓,798 萬
南榮路電梯3房,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
八斗子低總價3房,基隆市中正區漁港三街,公寓,42.3年,27.29,3房(室)2廳2衛,4/5樓,398 萬
市區收租透天,基隆市仁愛區孝二路,透天厝,69.0年,19.6,4房(室)3廳3衛,1~4/4樓,"1,288 萬"
八斗子海景３房車,基隆市中正區北寧路,公寓,35.0年,43.07,3房(室)2廳2衛,4/5樓,798 萬
龍邸前區四房,基隆市安樂區基金一路,華廈,29.0年,37.48,4房(室)2廳2衛,6/7樓,750 萬
市區高投報美三房,基隆市仁愛區忠四路,公寓,38.8年,23.58,3房(室)2廳2衛,4/5樓,597 萬
武昌街平地3F,基隆市中正區武昌街,公寓,44.4年,25.06,3房(室)2廳1衛,3/5樓,458 萬
陽光青境4房+車位,基隆市安樂區樂利三街,公寓,33.4年,53.86,4房(室)2廳2衛,3~4/5樓,850 萬
信義之心露臺2房,基隆市信義區崇法街,華廈,5.4年,28.69,2房(室)2廳1衛,1/9樓,998 萬
大慶前區裝潢3+1房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
大慶精裝美大3房,基隆市安樂區中和路,公寓,30.7年,39.48,3房(室)2廳1衛,4/5樓,558 萬
大慶精裝美大3房,基隆市安樂區中和路,公寓,30.7年,39.48,3房(室)2廳1衛,4/5樓,558 萬
登輝好漂亮1樓門口可停車,基隆市中正區新豐街,公寓,28.9年,31.88,3房(室)2廳2衛,1/5樓,798 萬
安樂市場美寓,基隆市安樂區樂一路,公寓,40.8年,23.89,3房(室)2廳1衛,5/5樓,528 萬
七堵崇孝街時尚美裝潢2樓,基隆市七堵區崇孝街,公寓,42.0年,35.86,3房(室)2廳2衛,2/5樓,"1,188 萬"
海洋精選三房,基隆市中正區新豐街,電梯大樓,29.6年,35.3,3房(室)2廳2衛,10/14樓,798 萬
水天漾一期,基隆市安樂區基金三路,透天厝,19.3年,70.7,3房(室)4廳4衛,1~4/4樓,"1,780 萬"
信義君悅-君臨天下,基隆市信義區義六路,電梯大樓,12.2年,157.52,5房(室)3廳3衛,18/18樓,"8,200 萬"
七堵泰安美三房,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,698 萬
東信平地雙主臥大3房,基隆市信義區東信路,公寓,32.7年,42.7,3房(室)2廳3衛,4/5樓,666 萬
安樂悅莊別緻別墅,基隆市安樂區樂利三街,別墅,14.3年,73.85,4房(室)2廳3衛,1~3/3樓,"2,480 萬"
暖暖稀有獨棟3年屋齡電梯透天,基隆市暖暖區源遠路,透天厝,3.1年,84.7,7房(室)2廳4衛,1~5/5樓,"2,350 萬"
上堤花園綠景三房,基隆市安樂區基金一路,電梯大樓,26.9年,33.92,3房(室)2廳2衛,9/12樓,798 萬
水美一樓+車位,基隆市中正區觀海街,電梯大樓,26.8年,46.26,3房(室)2廳2衛,1/15樓,838 萬
歐式精裝大戶,基隆市信義區東信路,公寓,34.6年,65.71,5房(室)2廳3衛,1/5樓,"1,980 萬"
台北大鎮景觀3房+平車,基隆市暖暖區碇內街,華廈,16.3年,48.52,3房(室)2廳2衛,9/10樓,"1,320 萬"
上堤花園山景3房,基隆市安樂區基金一路,電梯大樓,26.9年,33.92,3房(室)2廳2衛,9/12樓,798 萬
水美前區時尚3房,基隆市中正區觀海街,電梯大樓,26.8年,34.06,3房(室)2廳2衛,12/16樓,768 萬
東光路平地小透天,基隆市信義區東光路,透天厝,49.9年,32.92,3房(室)3廳3衛,1~2/2樓,728 萬
東都電梯景觀屋,基隆市安樂區基金二路,電梯大樓,33.0年,78.45,4房(室)2廳2衛,6/17樓,"1,758 萬"
水美大戶4房+雙車位,基隆市中正區觀海街,電梯大樓,26.8年,71.61,4房(室)2廳1衛,12/16樓,"1,080 萬"
雪梨灣全新大3房+車位,基隆市中正區和豐街,電梯大樓,1.2年,52.41,3房(室)2廳2衛,8/11樓,"1,280 萬"
微笑美妝4房+車位,基隆市信義區孝東路,電梯大樓,8.0年,59.44,4房(室)1廳2衛,9/15樓,"1,880 萬"
崇法國宅,基隆市信義區崇法街,公寓,30.9年,30.94,3房(室)2廳2衛,2/5樓,638 萬
中正山莊景觀屋,基隆市中正區正義路,透天厝,35.6年,33.16,4房(室)2廳3衛,1/1樓,998 萬
新橫濱旁精裝美三房,基隆市中山區復興路,公寓,45.0年,27.95,3房(室)2廳2衛,2/4樓,698 萬
中正海景精美三房,基隆市中正區中正路,華廈,37.0年,29.68,3房(室)2廳2衛,3/10樓,"1,188 萬"
火車站旁收租金透店,基隆市仁愛區忠一路,透天厝,N/A,42.41,5房(室)1廳5衛,1~3/3樓,"1,380 萬"
東信路美冒泡貳樓,基隆市信義區東信路,公寓,52.4年,28.64,3房(室)2廳2衛,2/4樓,796 萬
光華國宅,基隆市仁愛區成功一路,電梯大樓,28.3年,48.25,3房(室)2廳2衛,7/14樓,"1,399 萬"
成功市場旁4+5樓,基隆市仁愛區華四街,公寓,52.3年,25.94,7房(室)2廳5衛,4/4樓,868 萬
微笑極緻4房+車位,基隆市信義區孝東路,電梯大樓,8.0年,73.26,3房(室)2廳2衛,4/15樓,"2,350 萬"
微笑極緻4房+車位,基隆市信義區孝東路,電梯大樓,8.0年,73.26,3房(室)2廳2衛,4/15樓,"2,350 萬"
仙洞國小旁權力屋,基隆市中山區太白街,透天厝,N/A,73.81,5房(室)3廳5衛,1~2/2樓,680 萬
信五路4+5空中美宅花園,基隆市中正區信五路,公寓,49.3年,20.34,3房(室)2廳2衛,4/4樓,688 萬
愛一路電梯大商辦,基隆市仁愛區愛一路,電梯大樓,29.1年,89.34,5房(室)2廳2衛,6/11樓,"3,080 萬"
培德路精裝大3房,基隆市信義區培德路,公寓,36.2年,41.07,3房(室)2廳3衛,3/5樓,820 萬
東光國小旁3樓,基隆市信義區東信路,公寓,43.5年,27.69,4房(室)2廳1衛,3/5樓,498 萬
星河繪山景3+1房+車,基隆市中正區調和街,電梯大樓,6.7年,58.66,3房(室)2廳2衛,7/14樓,"1,350 萬"
星河繪3+1房+車位,基隆市中正區調和街,電梯大樓,6.7年,58.66,3房(室)2廳2衛,3/14樓,"1,350 萬"
陽光清境4房+車,基隆市安樂區樂利三街,公寓,33.4年,65.31,4房(室)3廳2衛,4/5樓,898 萬
國城庭院4房+車位,基隆市安樂區樂利三街,公寓,34.7年,53.34,4房(室)2廳3衛,B1~1/5樓,"1,450 萬"
長庚旁裝潢成家三房,基隆市安樂區安樂路二段,公寓,43.3年,37.06,3房(室)2廳2衛,5/5樓,618 萬
基金一路透天店面,基隆市安樂區基金一路,透天厝,36.9年,39.95,5房(室)3廳3衛,1~2/2樓,"1,980 萬"
武崙麥當勞旁黃金透店,基隆市安樂區基金一路,透天厝,36.9年,39.95,5房(室)2廳3衛,1~2/2樓,"1,980 萬"
大慶前區稀有四房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,598 萬
成功國小旁2F,基隆市仁愛區獅球路,公寓,57.3年,16.66,3房(室)3廳3衛,2/2樓,468 萬
中山三路透天,基隆市中山區中山三路,透天厝,N/A,38.9,4房(室)2廳5衛,1~2/2樓,580 萬
稀有涵悅四房車位,基隆市安樂區安和二街,電梯大樓,16.8年,68.63,4房(室)2廳1.5衛,8/13樓,"2,200 萬"
安樂悅莊精選別墅,基隆市安樂區樂利三街,別墅,14.3年,79.44,4房(室)2廳3衛,1~3/3樓,"2,580 萬"
大慶邊間3+1房,基隆市安樂區中和路,公寓,28.9年,35.84,4房(室)2廳2衛,4/5樓,558 萬
香頌(店住合一),基隆市安樂區基金一路,透天厝,19.1年,82.51,4房(室)2廳4衛,4/4樓,"2,980 萬"
水美景觀3房車,基隆市中正區觀海街,電梯大樓,26.8年,46.46,3房(室)2廳2衛,11/15樓,958 萬
市區2樓舒適大4房,基隆市仁愛區劉銘傳路,公寓,54.5年,38.99,4房(室)2廳2衛,2/4樓,968 萬
崇德華麗四房,基隆市安樂區崇德路,公寓,34.2年,37.18,4房(室)2廳3衛,1/5樓,800 萬
廟口旁透天收租店,基隆市仁愛區仁三路,透天厝,N/A,81.14,#NAME?,1~5/5樓,"5,980 萬"
新豐透天,基隆市中正區新豐街,透天厝,36.3年,40.82,6房(室)2廳2.5衛,1~2/2樓,"1,768 萬"
暖暖全新電梯透天,基隆市暖暖區源遠路,透天厝,3.1年,84.7,7房(室)2廳3衛,1~5/5樓,"2,088 萬"
信義區賺錢金透店,基隆市信義區東信路,透天厝,51.1年,21.42,5房(室)3廳4衛,1~3/3樓,"1,300 萬"
水美精緻3房+車位,基隆市中正區觀海街,電梯大樓,26.8年,50.21,3房(室)2廳2衛,2/16樓,858 萬
海大旁高投報收租套房,基隆市中正區中正路,公寓,44.2年,34.52,5房(室)--廳5衛,2/5樓,698 萬
海大旁收租套房,基隆市中正區中正路,公寓,45.9年,24.78,7房(室)--廳7衛,3/5樓,698 萬
義五路面寬店面,基隆市信義區義五路,公寓,46.7年,28.28,2房(室)2廳2衛,1/5樓,"2,580 萬"
義五路面寬店面,基隆市信義區義五路,公寓,46.7年,28.28,2房(室)2廳2衛,1/5樓,"2,580 萬"
市區蘋果電梯五房海景,基隆市仁愛區愛一路,華廈,46.9年,57.85,5房(室)2廳2衛,7/10樓,"2,088 萬"
東信路平地絕品透天,基隆市信義區東信路,透天厝,59.0年,21.13,3房(室)2廳3衛,2/2樓,898 萬
基隆長庚旁大坪數商辦+土地,基隆市安樂區麥金路,電梯大樓,31.0年,1117.8,#NAME?,1~2/19樓,"22,000 萬"
市區信義君悅帝王戶雙車位,基隆市信義區義六路,電梯大樓,12.2年,150.97,5房(室)3廳4衛,18/18樓,"8,200 萬"
仁四路四層戶,基隆市仁愛區仁四路,公寓,77.8年,31.43,5房(室)4廳4衛,2~3/4樓,"1,410 萬"
銘傳前區景觀戶,基隆市仁愛區劉銘傳路,公寓,32.7年,35.31,3房(室)2廳2衛,4/4樓,780 萬
"麗榮店鋪""店面""",基隆市中正區信一路,電梯大樓,24.7年,10.48,#NAME?,4/33樓,488 萬
安瀾橋透天店面,基隆市中正區祥豐街,透天厝,N/A,32.69,4房(室)3廳3衛,1~3/3樓,"1,680 萬"
安樂路二段輕裝3房,基隆市安樂區安樂路二段,公寓,43.3年,37.06,3房(室)2廳2衛,5/5樓,618 萬
中華路黃金透店,基隆市中山區中華路,透天厝,54.5年,37.84,2房(室)2廳4衛,1~3/3樓,"1,880 萬"
安中景觀裝潢屋,基隆市安樂區安一路,公寓,42.0年,29.2,3房(室)2廳1衛,5/5樓,425 萬
稀有市區精華透店,基隆市仁愛區仁三路,透天厝,N/A,81.14,3房(室)--廳--衛,1~5/5樓,"5,980 萬"
水美3改2+平面車位,基隆市中正區觀海街,電梯大樓,26.8年,44.67,2房(室)2廳2衛,14/16樓,698 萬
廟口愛四路獨棟電梯透天,基隆市仁愛區愛四路,華廈,59.9年,48.66,13房(室)10廳10衛,1~3/5樓,"3,800 萬"
七堵大華4房,基隆市七堵區大華一路,公寓,36.6年,34.57,4房(室)3廳3衛,5/5樓,688 萬
信義市場旁透天,基隆市信義區中興路,透天厝,62.4年,40.41,5房(室)--廳5衛,1~3/3樓,"2,650 萬"
廟口仁三路透天電梯,基隆市仁愛區仁三路,透天厝,55.7年,47.3,8房(室)8廳9衛,1~6/6樓,"3,800 萬"
水美成家美三房,基隆市中正區觀海街,電梯大樓,26.8年,35.2,3房(室)2廳2衛,9/16樓,738 萬
東信國小旁華廈,基隆市信義區正信路,華廈,35.1年,59.62,3房(室)2廳2衛,4/5樓,898 萬
東明電梯優質3房,基隆市信義區東明路,華廈,26.1年,47.79,3房(室)2廳2衛,5/5樓,898 萬
羅傑摩爾超美四房+車位,基隆市暖暖區過港路,華廈,29.3年,25.13,4房(室)2廳2衛,6/10樓,588 萬
台北大國3房車位,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
市府旁圓滿家,基隆市中正區信五路,公寓,49.3年,20.34,3房(室)2廳2衛,4/4樓,698 萬
萊茵商旅,基隆市中正區信一路,電梯大樓,24.6年,1717.95,90房(室)10廳95衛,17~26/33樓,"78,000 萬"
62快速道路旁廠辦,基隆市中正區調和街,廠房,37.8年,279.85,2房(室)4廳3衛,1~2/2樓,"14,800 萬"
基隆孝三路仁愛商圈 投資首選(2F),基隆市仁愛區孝三路,透天厝,42.2年,21.5,#NAME?,2/5樓,698 萬
基隆孝三路仁愛商圈 健身公寓投資首選(5F),基隆市仁愛區孝三路,透天厝,42.2年,21.5,#NAME?,5/5樓,398 萬
基隆孝三路仁愛商圈 免爬樓梯投資首選(1F),基隆市仁愛區孝三路,透天厝,42.2年,29.5,#NAME?,1/5樓,838 萬
七堵預售公園樂2房+平車,基隆市七堵區長安街,華廈,0.4年,29.61,2房(室)1廳1衛,6/7樓,758 萬
基金一路首購大三房,基隆市安樂區基金一路,華廈,30.3年,39.29,3房(室)2廳2衛,2/6樓,835 萬
基金一路首購大三房,基隆市安樂區基金一路,華廈,30.3年,39.29,3房(室)2廳2衛,2/6樓,835 萬
稀有市區車站旁商業區透天店面,基隆市仁愛區忠三路,透天厝,59.4年,62.05,11房(室)--廳11衛,1~4/4樓,"3,688 萬"
南新街收租3套房/低總價/投報好/滿租中,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)--廳3衛,4/4樓,368 萬
水美景觀成家３房,基隆市中正區觀海街,電梯大樓,26.8年,35.62,3房(室)2廳2衛,13/16樓,630 萬
友蚋土地~友一段,基隆市七堵區友一段,土地,N/A,--,#NAME?,#NAME?,598 萬
中正路3拼打通透天(大路邊站牌旁地點醒目),基隆市中正區中正路,透天厝,53.8年,204.37,#NAME?,B1~4/4樓,"4,000 萬"
安信-基隆市七堵區泰安路土地,基隆市七堵區草濫段草濫小段,土地,N/A,--,#NAME?,#NAME?,550 萬
金閣超美庭園大戶,基隆市安樂區樂利三街,電梯大樓,31.1年,140.19,5房(室)4廳5衛,4/21樓,"3,500 萬"
經國高報投資宅,基隆市中山區復興路,公寓,42.5年,27.21,6房(室)--廳6衛,4/5樓,468 萬
上堤收租屋,基隆市安樂區基金一路,電梯大樓,26.9年,35.13,5房(室)--廳2衛,10/12樓,800 萬
復興路精品美屋,基隆市中山區復興路,公寓,43.8年,26.64,2房(室)1廳1衛,4/5樓,498 萬
法院旁裝潢屋,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
東明路3樓,基隆市信義區東明路,公寓,47.0年,28,3房(室)2廳2衛,3/5樓,558 萬
萬國大套房 客運直達台北,基隆市中正區中正路,電梯大樓,47.3年,9.01,1房(室)1廳1衛,7/12樓,268 萬
銘傳國中二樓,基隆市仁愛區復興街,公寓,47.9年,21.5,2房(室)2廳1衛,2/4樓,580 萬
崇安街小透店,基隆市仁愛區崇安街,透天厝,63.4年,15.92,1房(室)3廳2衛,1~3/3樓,758 萬
喜市無敵海景樓中樓,基隆市安樂區中和路,電梯大樓,28.4年,33.57,2房(室)2廳2衛,21~22/22樓,598 萬
麗景前區1F,基隆市信義區深溪路,華廈,30.4年,17.25,1房(室)1廳1衛,1/7樓,538 萬
中平街美2房出租中,基隆市安樂區中平街,公寓,47.1年,20.81,2房(室)2廳1衛,4/4樓,368 萬
安一路美寓,基隆市安樂區安一路,公寓,53.1年,20.88,3房(室)2廳1衛,4/4樓,338 萬
安一路美三房,基隆市安樂區安一路,公寓,53.1年,21.67,3房(室)2廳1衛,4/4樓,338 萬
海大收租屋(隔四套房),基隆市中正區中正路,公寓,46.4年,27.29,4房(室)--廳4衛,5/5樓,568 萬
七堵瑪陵坑農牧用地有路有整地,基隆市七堵區瑪陵坑段西勢面桶寮小段,土地,N/A,--,#NAME?,#NAME?,"9,700 萬"
安瀾橋金店面,基隆市中正區中正路,公寓,54.0年,44.71,#NAME?,B1~1/4樓,"1,290 萬"
銘傳國中亮麗屋,基隆市仁愛區劉銘傳路,公寓,51.1年,26.95,3房(室)2廳2衛,4/5樓,595 萬
大慶稀有三房3樓,基隆市安樂區中和路,公寓,30.8年,35.24,3房(室)2廳2衛,3/5樓,538 萬
成功發財金店舖,基隆市仁愛區華三街,公寓,42.5年,30.34,#NAME?,1/5樓,"1,380 萬"
