鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
前鎮區,房地(土地+建物),高雄市前鎮區瑞興街１１１巷８號五樓,28.34,1130923,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1130523,91.61,1,1,2,有,有,9550000,104246,,0,0,RPVNMLMKKIJGFCE08DA,54.86,0,11.14,有
三民區,房地(土地+建物),高雄市三民區大豐二路４８６號十四樓之３,6.17,1130908,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850729,75.01,2,2,1,有,有,7200000,95987,,0,0,RPROMLTLJIJGFDE58DA,51.23,0,5.84,有
三民區,房地(土地+建物),高雄市三民區松江街１０號,105,1130918,土地1建物1車位0,全,四層,透天厝,住商用,加強磚造,0640624,316.36,6,3,5,有,無,39680000,125427,,0,0,RPSNMLNJKIJGFDE87DA,316.36,0,0,無
楠梓區,房地(土地+建物),高雄市楠梓區高峰街６９號十四樓,14.73,1130920,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070427,89.39,2,2,2,有,有,8800000,98445,,0,0,RPOOMLRKIIJGFEE97DA,55.45,0,4.41,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路６２２號四樓,13.61,1130926,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,159.49,3,2,2,有,有,11000000,68970,坡道機械,0,0,RPOOMLMJJHKGFEE47DA,104.48,0,12.41,有
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新東一街１７３號二十二樓之５,20.12,1130913,土地1建物1車位1,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090317,164.4,3,2,2,有,有,11430000,69526,坡道平面,0,0,RPPNMLMJJHKGFFE57DA,75.03,0.82,18.02,有
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新強路１２１號八樓,25.9,1130904,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841020,143.06,4,2,2,有,有,9880000,69062,坡道機械,0,0,RPQOMLOJRHJGFGE78DA,95.06,0,10.26,有
鳳山區,房地(土地+建物),高雄市鳳山區黃埔路９６號,130,1130912,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土,1120208,440.68,6,2,7,有,無,39800000,90315,,0,0,RPUOMLMKRHJGFGE09DA,387.26,0,53.42,有
鳳山區,房地(土地+建物)+車位,高雄市鳳山區南京路２４５巷１２號八樓,20.63,1130914,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841118,149.29,4,2,2,有,有,9700000,64974,坡道平面,0,0,RPSOMLNLRHJGFGE09DA,93.9,0.89,12.33,有
鳳山區,房地(土地+建物),高雄市鳳山區王生明路１之３５號,77.68,1130912,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土,0930610,223.89,3,4,5,有,無,7000000,31265,,0,0,RPPNMLSLIIJGFGE38DA,194.29,0,29.6,無
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南一街１１號十三樓,57.62,1130920,土地1建物1車位2,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920108,480.12,6,3,4,有,有,35000000,72898,坡道平面,45.82,0,RPQNMLNLRHJGFAE18DA,271.12,6.41,26.16,有
