鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號十二樓,23.4,住,,,1101114,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21950000,182350,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPSTMLSLPHKGFGF47DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號三樓,23.4,住,,,1101128,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,20700000,172606,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPTTMLSLPHKGFGF57DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號八樓,23.4,住,,,1101120,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21490000,178081,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPUTMLSLPHKGFGF67DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８５號十三樓,25.82,住,,,1101128,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,155.32,3,2,2,有,有,23400000,177972,坡道平面,36.2,2200000,權利人換約日期：111.11.08。權利人換約後價格：24000000元預售屋、或土地及建物分件登記案件；,RPTNMLTLPHKGFGF07DA,67.46,0,9.93,有,
三重區,房地(土地+建物),新北市三重區三賢街９３號四樓,19.63,住,,,1101127,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,90.13,2,2,1,有,有,16200000,179740,,0,0,預售屋、或土地及建物分件登記案件；,RPUNMLTLPHKGFGF17DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９３號十一樓,19.63,住,,,1101113,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18700000,184178,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPVNMLTLPHKGFGF27DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９３號十二樓,19.63,住,,,1101114,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18780000,185066,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPWNMLTLPHKGFGF37DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８５號三樓,25.82,住,,,1101113,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,155.32,3,2,2,有,有,22150000,167478,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPXNMLTLPHKGFGF47DA,67.46,0,9.93,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９３號八樓,19.63,住,,,1101112,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.33,2,2,1,有,有,18400000,180850,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPPOMLTLPHKGFGF76DA,53.44,0,5.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街８７號五樓,32.28,住,,,1101127,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.96,3,2,2,有,有,28390000,175383,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPQOMLTLPHKGFGF86DA,87.85,0,8.75,有,
