物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
智慧經典,台北市內湖區堤頂大道二段 智慧經典,其他,25.6年,建坪153.34,3房(室)1廳1衛,3/12樓,"7,830 萬"
港華高曝光金店2,台北市內湖區港華街 長耀涵玉,店面,14.3年,建坪36.33,#NAME?,1~2/11樓,"4,070 萬"
內科人潮雙店面,台北市內湖區內湖路一段 西湖寧境,店面,31.5年,建坪45.74,--房(室)2廳2衛,1/12樓,"7,400 萬"
港華稀有面寬金店,台北市內湖區港華街 More123,店面,13.3年,建坪54.29,3房(室)4廳1衛(含加蓋2房(室)1廳--衛),1/10樓,"4,838 萬"
裝潢庭院車庫一樓,台北市文山區景興路 潤泰美景山莊,公寓,43.1年,建坪27.88,4房(室)2廳3衛,1/5樓,"2,980 萬"
公園景觀電梯三房,台北市文山區仙岩路 王者鄉,住宅大樓,30.5年,建坪31.29,3房(室)2廳1.5衛,10/18樓,"2,500 萬"
屋主誠售庭院一樓,台北市文山區景興路 維也納綠堡-(2),華廈,29.1年,建坪79.62,4房(室)3廳3衛(含加蓋4房(室)1廳2衛),B1~1/8樓,"3,880 萬"
士林美妝庭院透天,台北市士林區中山北路五段,透天厝,60.7年,建坪32.88,4房(室)4廳4衛(含加蓋1房(室)2廳1衛),1~2/2樓,"6,388 萬"
陽明奢華氣派透天,台北市北投區泉源路,透天厝,45.5年,建坪181.14,10房(室)5廳11衛(含加蓋2房(室)1廳2衛),B2~2/2樓,"9,600 萬"
山景森大直A9,台北市內湖區文湖街 森大直,華廈,7.7年,建坪31.79,1房(室)1廳1衛,9/10樓,"2,700 萬"
再興美麗裝潢三房,台北市文山區久康街 青石巨堂,住宅大樓,17.0年,建坪65.10,3房(室)2廳2衛,4/15樓,"4,350 萬"
再興美麗裝潢三房,台北市文山區久康街 青石巨堂,住宅大樓,17.0年,建坪65.10,3房(室)2廳2衛,4/15樓,"4,350 萬"
葫洲捷運電梯兩房,台北市內湖區康寧路三段 ONE+,華廈,9.9年,建坪20.86,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),6/9樓,"2,288 萬"
高樓層美景二房車,台北市萬華區康定路 台北晶麒,住宅大樓,9.5年,建坪31.84,2房(室)1廳1衛,18/26樓,"2,498 萬"
國泰方正格局美寓,台北市內湖區內湖路一段,公寓,42.1年,建坪29.29,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"1,988 萬"
捷運巨蛋優質一樓,台北市大安區光復南路,公寓,46.1年,建坪48.84,--房(室)1廳2衛,B1~1/5樓,"5,980 萬"
公園精美電梯四房,台北市士林區華齡街,華廈,42.3年,建坪50.55,4房(室)2廳2衛,3/7樓,"3,880 萬"
全新二加一房二衛,台北市中山區新生北路二段 中山直美,住宅大樓,0.4年,建坪36.47,2房(室)2廳2衛,3/10樓,"3,498 萬"
低總價入主新成屋,台北市中山區新生北路二段 中山直美,住宅大樓,0.4年,建坪10.26,1房(室)1廳1衛,3/10樓,"1,398 萬"
八方來財邊間黑土,台北市士林區美崙街,透天厝,57.6年,建坪45.68,4房(室)5廳3衛(含加蓋2房(室)2廳1衛),1~2/2樓,"6,780 萬"
花博靜巷首選公寓,台北市中山區新生北路三段,其他,48.1年,建坪23.63,4房(室)1廳2衛,4/5樓,"1,536 萬"
金棧低總邊間美套,台北市中山區松江路 松江金棧,華廈,29.2年,建坪19.42,1房(室)1廳1衛,2/6樓,988 萬
新生圓山美景頂加,台北市中山區新生北路三段,公寓,53.8年,建坪68.75,7房(室)3廳4衛(含加蓋--房(室)1廳2衛),4/4樓,"6,600 萬"
士林獨棟陽明山莊,台北市士林區中庸一路,透天厝,54.8年,建坪64.55,5房(室)5廳5衛(含加蓋2房(室)--廳3衛),1~2/2樓,"15,088 萬"
方正公寓2樓,台北市大同區環河北路二段,公寓,51.0年,建坪30.37,4房(室)2廳2衛,2/4樓,"1,698 萬"
雙敦巷寬延吉店面,台北市松山區延吉街,店面,42.8年,建坪55.25,1房(室)--廳2衛(含加蓋1房(室)--廳1衛),B1~1/7樓,"4,500 萬"
潤泰高樓正三房,台北市文山區福興路 潤泰敦南美景,住宅大樓,29.9年,建坪30.37,3房(室)2廳2衛,12/16樓,"2,430 萬"
靜心景觀電梯3房,台北市文山區福興路 敦南觀止,住宅大樓,13.1年,建坪63.71,3房(室)2廳2衛,12/14樓,"3,480 萬"
靜巷景觀捷運美宅,台北市文山區興隆路二段 文山秀樹,住宅大樓,15.4年,建坪67.15,3房(室)2廳2衛,7/13樓,"4,980 萬"
木柵中心辦公大戶,台北市文山區木柵路三段 拔川大樓,辦公商業大樓,33.2年,建坪175.03,8房(室)1廳1衛,4/19樓,"9,980 萬"
文山清境三房雙車,台北市文山區興隆路四段 文山清境,華廈,21.3年,建坪57.73,3房(室)2廳2衛,8/8樓,"4,380 萬"
館藏美景樓中樓,台北市文山區興隆路四段 館藏,住宅大樓,15.8年,建坪100.51,4房(室)2廳3.5衛(含加蓋1房(室)--廳0.5衛),12~13/13樓,"7,888 萬"
中山TED辦公強,台北市中山區中山北路二段 中山TED,住宅大樓,6.6年,建坪51.47,--房(室)1廳1衛,3/14樓,"7,950 萬"
敦化國中電梯邊間,台北市松山區南京東路四段 琴韻園,華廈,47.6年,建坪45.19,3房(室)2廳2衛,2/7樓,"5,290 萬"
中山捷運景觀美宅,台北市大同區赤峰街 京畿畝,華廈,13.5年,建坪21.30,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),6/7樓,"2,688 萬"
中山松悅三房坡車,台北市中山區中山北路一段 中山松悅A棟,住宅大樓,1.0年,建坪49.17,3房(室)2廳2衛,6/22樓,"6,435 萬"
承德路三房大戶強,台北市大同區承德路三段 極祥,住宅大樓,27.6年,建坪66.71,3房(室)2廳2衛,3/11樓,"4,800 萬"
明湖電梯邊間,台北市內湖區康寧路三段,華廈,30.4年,建坪39.58,4房(室)2廳2衛,8/10樓,"3,180 萬"
民生福星邊間四房,台北市大同區民生西路 民生福星,辦公商業大樓,26.6年,建坪52.89,4房(室)2廳2衛,5/10樓,"5,188 萬"
古亭極景巨流河,台北市中正區水源路 翠堤灣/巨流河,住宅大樓,6.4年,建坪46.52,3房(室)2廳2衛,9/15樓,"4,988 萬"
仰格景觀四房制震,台北市士林區中山北路五段 天母仰格,住宅大樓,1.4年,建坪89.51,4房(室)2廳2衛,13/17樓,"8,000 萬"
松捷SRC三房,台北市松山區八德路四段 東星大樓,辦公商業大樓,16.1年,建坪37.08,3房(室)2廳2衛,5/14樓,"3,708 萬"
松捷SRC三房,台北市松山區八德路四段 東星大樓,辦公商業大樓,16.1年,建坪37.08,3房(室)2廳2衛,5/14樓,"3,708 萬"
磺溪首排全新毛胚,台北市北投區天母西路 天墅,住宅大樓,18.8年,建坪126.13,4房(室)2廳5衛(含加蓋1房(室)--廳1衛),6/23樓,"13,800 萬"
天母富邦景觀泳池,台北市士林區中山北路七段 富邦777,住宅大樓,14.5年,建坪164.32,3房(室)2廳3.5衛,7/16樓,"15,888 萬"
美校幸福四房坡車,台北市士林區中山北路七段 幸福大廈,華廈,47.2年,建坪76.48,4房(室)2廳2衛,1/7樓,"4,700 萬"
美校名邸奧之細道,台北市士林區天玉街 奧之細道,住宅大樓,23.0年,建坪113.84,4房(室)2廳2衛,5/19樓,"12,000 萬"
家居雲門美妝庭院,台北市士林區天玉街 家居雲門,華廈,17.9年,建坪115.58,4房(室)2廳3衛(含加蓋1房(室)--廳--衛),1/5樓,"13,800 萬"
千坪土地至善花園,台北市士林區至善路三段,其他,44.0年,建坪111.70,6房(室)2廳5衛(含加蓋--房(室)--廳1衛),1~2/2樓,"12,000 萬"
石牌優美鳳凰樹景,台北市北投區行義路 天母十六行館,華廈,16.9年,建坪92.93,3房(室)2廳3衛,4/5樓,"5,888 萬"
萬芳捷運公寓頂加,台北市文山區辛亥路五段,公寓,43.0年,建坪30.63,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),5/5樓,"1,680 萬"
捷運機能5樓頂加,台北市內湖區內湖路一段,公寓,47.4年,建坪27.08,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),5/5樓,"2,180 萬"
內科綠意公園美辦,台北市內湖區舊宗路二段 大漢科技總部,其他,26.0年,建坪160.59,11房(室)--廳--衛,3/5樓,"7,268 萬"
嶺松天闊紐約花園,台北市南港區三重路 NY21紐約花園,住宅大樓,13.7年,建坪89.29,4房(室)2廳2衛,2/13樓,"7,388 萬"
第一社區三房車位,台北市士林區忠誠路一段 首相一期,華廈,16.4年,建坪67.03,3房(室)2廳2衛,7/7樓,"6,988 萬"
復興興安朝南三房,台北市松山區復興北路 興安國宅-東區,住宅大樓,40.3年,建坪31.44,3房(室)2廳2衛,7/14樓,"3,158 萬"
大湖學區挑高華廈,台北市內湖區大湖山莊街,辦公商業大樓,29.1年,建坪18.15,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),B1/4樓,"1,180 萬"
新東京宅誠意出售,台北市中山區南京東路二段 台北Mid town新東京宅Midtown,住宅大樓,15.0年,建坪14.72,1房(室)1廳1衛,6/18樓,"1,850 萬"
公園旁稀有一樓,台北市中山區林森北路,華廈,48.1年,建坪24.83,2房(室)2廳1衛,1/6樓,"2,966 萬"
市區大空間最划算,台北市中山區長安東路一段,華廈,6.5年,建坪72.05,3房(室)2廳3衛,5/5樓,"6,688 萬"
忠孝新生歡迎賞屋,台北市中山區松江路 金鼎大廈,住宅大樓,42.5年,建坪34.02,2房(室)1廳1衛,10/12樓,"3,280 萬"
邊間景觀四米五,台北市中山區吉林路 吉鑽華廈,辦公商業大樓,19.9年,建坪13.38,3房(室)1廳1衛(含加蓋3房(室)--廳1衛),8/9樓,"1,699 萬"
捷運美景置產首選,台北市文山區萬和街 萬芳大樓,住宅大樓,28.4年,建坪356.37,24房(室)--廳24衛,12/13樓,"16,600 萬"
莊敬稀有頂佳,台北市信義區莊敬路,公寓,49.9年,建坪30.91,7房(室)4廳2衛(含加蓋4房(室)2廳1衛),4/4樓,"2,987 萬"
萬芳捷運帝景商辦,台北市文山區萬和街 萬芳大樓,辦公商業大樓,28.4年,建坪79.33,2房(室)1廳--衛,12/13樓,"3,697 萬"
文湖捷運華園透天,台北市文山區興隆路二段 華園山莊別墅,透天厝,45.9年,建坪40.90,6房(室)1廳5衛(含加蓋2房(室)--廳3衛),1~2/2樓,"4,388 萬"
捷運美景置產首選,台北市文山區萬和街 萬芳大樓,辦公商業大樓,28.4年,建坪337.01,24房(室)--廳20衛,12/13樓,"15,700 萬"
低總價電梯大套房,台北市中山區民生東路二段 翡冷翠,華廈,45.5年,建坪12.72,--房(室)1廳1衛,2/7樓,"1,125 萬"
延平邊間大空間宅,台北市大同區延平北路四段,公寓,45.9年,建坪31.08,3房(室)2廳2衛(含加蓋--房(室)1廳1衛),5/5樓,"1,950 萬"
雙連民生景觀邊間,台北市中山區民生東路一段,辦公商業大樓,36.3年,建坪11.37,1房(室)1廳1衛,7/12樓,"1,038 萬"
天母美妝電梯頂加,台北市北投區中山北路七段 甲桂林山莊,華廈,40.7年,建坪32.62,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),7/7樓,"2,499 萬"
璞真雙敦鋼骨大戶,台北市松山區南京東路四段 璞真久石讓,住宅大樓,15.0年,建坪204.20,4房(室)2廳4衛,8/15樓,"21,780 萬"
靜巷公寓小資宅,台北市萬華區和平西路三段,公寓,48.7年,建坪20.39,2房(室)1廳1衛,3/5樓,999 萬
靜巷公寓小資宅,台北市萬華區和平西路三段,公寓,48.7年,建坪20.39,2房(室)1廳1衛,3/5樓,999 萬
前後陽台三房公寓,台北市士林區福港街,公寓,44.4年,建坪34.91,3房(室)2廳2衛,2/5樓,"2,480 萬"
計畫區美三房車位,台北市信義區信義路五段 時代廣場,住宅大樓,28.0年,建坪36.10,3房(室)1廳2衛(含加蓋2房(室)--廳1衛),7/12樓,"3,388 萬"
晴光高樓美景捷運,台北市中山區德惠街 金統一(德惠街),住宅大樓,43.6年,建坪8.96,--房(室)1廳1衛,10/11樓,820 萬
中山北百坪美辦公,台北市中山區中山北路三段 金萬萬/匯豐商業大樓,辦公商業大樓,47.7年,建坪158.16,12房(室)--廳--衛(含加蓋1房(室)--廳--衛),12/14樓,"11,588 萬"
北投捷運名廈,台北市北投區西安街二段 和碧館,住宅大樓,15.4年,建坪59.22,2房(室)2廳1衛,4/12樓,"4,988 萬"
帝王景觀戶3房,台北市萬華區桂林路 富都新紳,住宅大樓,9.5年,建坪92.25,3房(室)2廳3衛,19/21樓,"7,680 萬"
自由發揮國泰透天,台北市北投區中和街,透天厝,52.4年,建坪29.04,5房(室)2廳3衛(含加蓋2房(室)--廳2衛),1~2/2樓,"2,980 萬"
景美河濱景觀大戶,台北市文山區羅斯福路六段 台大敦品,住宅大樓,20.2年,建坪100.29,4房(室)2廳3衛(含加蓋1房(室)--廳1衛),19~20/20樓,"7,280 萬"
北投庭院車庫別墅,台北市北投區大屯路,透天厝,34.0年,建坪106.18,8房(室)4廳5衛(含加蓋4房(室)1廳1衛),B1~3/3樓,"4,980 萬"
政大景觀三房車,台北市文山區政大一街 雅敘苑,華廈,22.7年,建坪43.96,3房(室)2廳1衛,3/7樓,"2,480 萬"
住辦面寬金店面,台北市大同區蘭州街,工廠,53.3年,建坪21.57,2房(室)3廳1衛(含加蓋--房(室)2廳--衛),1/4樓,"2,588 萬"
敦南低總價辦公,台北市大安區敦化南路二段 保富環宇通商大樓,辦公商業大樓,42.2年,建坪14.69,--房(室)1廳--衛,4/20樓,"1,658 萬"
捷運稀有陽台小宅,台北市中山區松江路 順利松江大樓,套房,47.1年,建坪9.30,--房(室)1廳1衛,7/12樓,"1,168 萬"
松江南京車庫一樓,台北市中山區松江路,公寓,49.3年,建坪28.44,2房(室)2廳1衛(含加蓋1房(室)1廳1衛),1/5樓,"3,880 萬"
松江靜巷小透天,台北市中山區松江路,透天厝,65.0年,建坪28.44,4房(室)2廳1.5衛,1~2/2樓,"4,880 萬"
華山草原精緻3房,台北市中山區長安東路一段 長安大院,華廈,15.2年,建坪73.11,3房(室)2廳2衛,2/7樓,"6,300 萬"
樹景森大直C5,台北市內湖區文湖街 森大直,華廈,7.7年,建坪31.87,1房(室)1廳1衛,5/10樓,"2,550 萬"
晴光首選車庫一樓,台北市中山區雙城街,其他,39.6年,建坪37.17,2房(室)3廳2衛(含加蓋--房(室)1廳--衛),1/5樓,"4,588 萬"
湖廬邊間雅寓,台北市內湖區內湖路二段 湖廬,公寓,40.9年,建坪38.16,4房(室)2廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"2,358 萬"
元利榮耀亮麗雙車,台北市內湖區星雲街 榮耀世紀,住宅大樓,20.7年,建坪74.55,4房(室)2廳2衛,7/14樓,"7,450 萬"
文德大庭院店面,台北市內湖區文德路,公寓,37.6年,建坪55.31,6房(室)3廳2衛(含加蓋2房(室)--廳2衛),1/5樓,"6,850 萬"
豐匯鋼構匠築傳家,台北市中山區樂群二路 豐匯,辦公商業大樓,10.5年,建坪171.15,--房(室)1廳--衛,6/11樓,"20,095 萬"
萬隆捷運貳樓公寓,台北市文山區三福街,公寓,50.5年,建坪32.60,3房(室)2廳1.5衛,2/4樓,"1,950 萬"
北士科置產首選,台北市士林區福港街,公寓,48.3年,建坪27.90,5房(室)--廳2衛,4/4樓,"1,530 萬"
大直捷運菁典名廈,台北市中山區敬業一路 川普菁典,辦公商業大樓,17.1年,建坪18.60,--房(室)1廳1衛,5/7樓,"1,588 萬"
廣陽稀有樓中樓,台北市北投區中和街 廣陽世家,華廈,30.2年,建坪30.44,3房(室)2廳1衛(含加蓋3房(室)--廳--衛),1~B1/10樓,"1,400 萬"
忠孝新生公園四房,台北市大安區八德路二段,公寓,35.1年,建坪34.83,4房(室)2廳2衛,3/5樓,"2,786 萬"
近捷運邊間一樓,台北市中山區吉林路,其他,41.0年,建坪28.68,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1/5樓,"3,580 萬"
民生社區裝潢四房,台北市松山區民權東路五段,公寓,51.2年,建坪31.47,4房(室)2廳2衛,2/4樓,"3,280 萬"
分部招財金店面,台北市文山區羅斯福路五段,店面,55.4年,建坪45.67,2房(室)2廳1衛(含加蓋2房(室)--廳--衛),B1~1/4樓,"3,050 萬"
分部招財金店面,台北市文山區羅斯福路五段,店面,55.4年,建坪45.67,2房(室)2廳1衛(含加蓋2房(室)--廳--衛),B1~1/4樓,"3,050 萬"
天樾雙層獨境大宅,台北市大安區瑞安街 皇勝瑞安,華廈,15.9年,建坪90.17,4房(室)2廳2衛,6~7/7樓,"12,500 萬"
復興興安獨棟三房,台北市松山區興安街,公寓,43.2年,建坪29.66,3房(室)2廳2衛,4/5樓,"2,800 萬"
捷運三房友座君品,台北市內湖區內湖路二段 碧湖君品,住宅大樓,9.3年,建坪44.89,3房(室)2廳2衛,6/13樓,"4,960 萬"
忠誠公園新透天,台北市士林區中山北路六段 最天母,透天厝,27.2年,建坪95.61,5房(室)3廳5衛(含加蓋2房(室)--廳1衛),1~3/3樓,"7,980 萬"
水美邊間群山環繞,台北市北投區幽雅路 草山水美,住宅大樓,16.7年,建坪36.48,1房(室)1廳1衛,12/13樓,"2,230 萬"
一樓護膝大空間,台北市信義區吳興街 住都新貴,公寓,42.0年,建坪27.47,1房(室)3廳2衛(含加蓋--房(室)1廳1衛),1/5樓,"2,680 萬"
正面河景常春藤,台北市文山區樟新街 常春藤社區華廈,住宅大樓,31.9年,建坪59.90,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),7/11樓,"3,200 萬"
華固美裝潢兩室,台北市內湖區南京東路六段 華固i-PARK,辦公商業大樓,16.7年,建坪35.17,2房(室)2廳1衛(含加蓋--房(室)--廳1衛),14/14樓,"2,688 萬"
民權採光真好三樓,台北市大同區昌吉街,公寓,48.1年,建坪23.78,3房(室)2廳1衛(含加蓋--房(室)--廳1衛),3/5樓,"1,798 萬"
紐約兩房高樓平車,台北市內湖區新豐街 遠雄紐約,華廈,10.3年,建坪50.53,2房(室)2廳1衛,8/10樓,"4,380 萬"
華固馥儷露臺戶,台北市內湖區行善路,住宅大樓,3.8年,建坪80.33,3房(室)2廳2衛,3/15樓,"7,988 萬"
圓山捷運三房車,台北市大同區民族西路 艾瑪仕,華廈,3.0年,建坪45.73,3房(室)2廳2衛,5/7樓,"3,988 萬"
捷運邊間一樓坡車,台北市信義區嘉興街 嘉興儷園,住宅大樓,31.4年,建坪85.10,6房(室)2廳2衛,1/11樓,"7,780 萬"
首購首選稀有一樓,台北市士林區重慶北路四段 大興大樓,華廈,46.7年,建坪23.87,1房(室)1廳1衛,1/7樓,"1,588 萬"
河景電梯坡車,台北市士林區重慶北路四段,住宅大樓,1.6年,建坪37.87,2房(室)2廳1衛,10/16樓,"3,480 萬"
碧湖裝潢美景豪邸,台北市內湖區內湖路二段 洞庭,華廈,29.4年,建坪106.54,6房(室)3廳4衛(含加蓋3房(室)1廳--衛),10/10樓,"6,988 萬"
東區國泰裝潢美宅,台北市大安區忠孝東路四段 國泰皇家,住宅大樓,50.5年,建坪41.93,3房(室)2廳3衛,9/12樓,"5,500 萬"
民權西電梯兩房車,台北市大同區民權西路 民權首富,住宅大樓,1.5年,建坪37.28,2房(室)2廳1衛,3/15樓,"3,599 萬"
松江南京優質好宅,台北市中山區松江路 松江雅築,住宅大樓,38.2年,建坪11.00,1房(室)2廳1衛(含加蓋--房(室)1廳--衛),4/12樓,998 萬
創藝景觀首選兩房,台北市北投區中和街 創藝家,華廈,30.1年,建坪21.73,2房(室)1廳2衛(含加蓋2房(室)--廳1衛),6/6樓,"1,150 萬"
南寧大樓方正三室,台北市萬華區南寧路,辦公商業大樓,36.7年,建坪37.17,3房(室)2廳2衛,2/12樓,"2,780 萬"
龍城捷運4房,台北市大同區民族西路 台北龍城,華廈,36.8年,建坪51.47,4房(室)2廳2衛,6/7樓,"3,688 萬"
創藝兩房小資首選,台北市北投區中和街 創藝家,華廈,30.1年,建坪26.56,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),3/6樓,"1,180 萬"
四方荷韻金店面,台北市中正區重慶南路二段,住宅大樓,5.1年,建坪44.57,#NAME?,1/14樓,"9,500 萬"
公園靜巷明亮高樓,台北市信義區基隆路一段 忠駝國宅,住宅大樓,42.0年,建坪26.43,2房(室)2廳1衛,12/12樓,"2,790 萬"
捷運雙拼三房華廈,台北市信義區松山路,華廈,41.9年,建坪38.07,3房(室)2廳2衛,6/7樓,"2,998 萬"
僑福園四房電梯,台北市士林區天母西路 僑福園(天西店),華廈,40.6年,建坪50.30,4房(室)2廳2衛,6/7樓,"3,470 萬"
全新山景大庭院,台北市內湖區文湖街 森大直,華廈,7.7年,建坪30.98,--房(室)1廳1衛,1/10樓,"3,300 萬"
面寬三角金鑽店面,台北市中正區杭州南路一段 懷石庭,店面,39.4年,建坪48.95,2房(室)2廳2衛,B1~1/7樓,"5,980 萬"
宏盛新象獨戶三房,台北市內湖區成功路四段 宏盛新象,華廈,31.1年,建坪39.00,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),10/10樓,"3,388 萬"
宏盛新象獨戶三房,台北市內湖區成功路四段 宏盛新象,華廈,31.1年,建坪39.00,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),10/10樓,"3,388 萬"
泳池社區麗澤三房,台北市士林區中山北路六段 鼎真麗澤,華廈,16.7年,建坪71.00,3房(室)2廳2衛,6/9樓,"6,288 萬"
電梯裝潢美景兩房,台北市中山區北安路 美麗華BR1,華廈,9.6年,建坪35.07,2房(室)2廳1衛,4/7樓,"3,480 萬"
廣慈稀有低總公寓,台北市信義區福德街,公寓,47.3年,建坪22.79,2房(室)2廳2衛,4/4樓,"1,800 萬"
台北星鑽鋼骨景觀,台北市大安區忠孝東路三段 台北星鑽,住宅大樓,3.4年,建坪49.10,2房(室)2廳2衛,10/31樓,"8,200 萬"
大橋頭低單價公寓,台北市大同區哈密街,公寓,46.7年,建坪36.38,3房(室)2廳1衛,5/5樓,"1,780 萬"
璞真仰心超值豪邸,台北市大安區信義路四段 璞真仰心,住宅大樓,17.7年,建坪167.18,4房(室)2廳4衛,10/15樓,"18,988 萬"
超商旁收租金店,台北市中山區林森北路 中山LA VIE(南西店),店面,18.4年,建坪44.96,--房(室)1廳1衛,1/6樓,"3,688 萬"
寶徠高樓景觀戶,台北市信義區信義路五段 寶徠花園廣場,住宅大樓,18.2年,建坪113.22,3房(室)2廳4衛(含加蓋--房(室)--廳1衛),21/27樓,"16,800 萬"
天母大庭院三房,台北市北投區中山北路七段 甲桂林山莊,華廈,40.9年,建坪35.67,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/7樓,"1,968 萬"
雙溪超美帝景二樓,台北市士林區明溪街 中央社區,公寓,49.7年,建坪31.38,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/4樓,"1,690 萬"
仁愛路大空間一樓,台北市大安區仁愛路三段 國泰華府大廈,住宅大樓,50.5年,建坪32.72,4房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/12樓,"5,780 萬"
世貿北醫庭院一樓,台北市信義區吳興街,其他,38.1年,建坪32.55,3房(室)2廳1.5衛,1/5樓,"2,368 萬"
台大舒曼挑高美宅,台北市大安區羅斯福路三段,華廈,5.8年,建坪17.37,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),4/6樓,"2,488 萬"
古亭捷運採光三房,台北市中正區同安街,公寓,50.8年,建坪26.04,3房(室)2廳1衛,4/4樓,"2,288 萬"
誠美面校園帝王戶,台北市中山區長春路 誠美素直,住宅大樓,11.3年,建坪138.40,2房(室)2廳3衛,12~13/13樓,"14,800 萬"
中山國小捷運四房,台北市中山區民權東路二段 龍騰,住宅大樓,12.6年,建坪85.14,4房(室)2廳2衛,2/12樓,"7,350 萬"
民生晨曦高樓美套,台北市中山區民生東路一段 唯美傳奇,套房,33.4年,建坪14.31,1房(室)--廳1衛,7/11樓,"1,250 萬"
遠眺101大空間,台北市信義區崇德街,公寓,38.8年,建坪28.91,6房(室)4廳2衛(含加蓋3房(室)2廳1衛),5/5樓,"1,998 萬"
磺溪第一排大空間,台北市北投區天母西路 石濤庭,公寓,40.8年,建坪39.31,4房(室)3廳4衛(含加蓋1房(室)3廳0.5衛),1/5樓,"4,380 萬"
傳家鼎極精品別墅,台北市士林區中社路一段 翠山莊,透天厝,49.9年,建坪97.49,5房(室)3廳6衛(含加蓋1房(室)--廳2衛),1~2/2樓,"12,800 萬"
天母管理靜謐首選,台北市北投區天母西路 天母新城,華廈,41.3年,建坪52.46,3房(室)2廳2衛,6/7樓,"4,380 萬"
幸福靜巷庭院透天,台北市士林區幸福街,透天厝,60.8年,建坪21.01,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),1~2/2樓,"3,500 萬"
內湖溫馨採光宅,台北市內湖區成功路三段 成三公寓,公寓,44.9年,建坪36.50,3房(室)2廳2衛,5/5樓,"1,998 萬"
邊間樹景免爬一樓,台北市士林區中社路二段 中央社區,公寓,49.4年,建坪31.38,4房(室)1廳2衛,1/4樓,"1,880 萬"
第一排絕美景觀屋,台北市士林區明溪街 中央社區,公寓,49.7年,建坪31.38,4房(室)2廳2衛,4/4樓,"1,830 萬"
敦北環球金店面,台北市松山區敦化北路 敦化環球(復民店),店面,42.6年,建坪16.14,#NAME?,1/7樓,"3,280 萬"
景觀45坪大空間,台北市中正區水源路,辦公商業大樓,43.3年,建坪45.49,4房(室)2廳2衛,2/7樓,"3,138 萬"
捷運住辦可看屋8,台北市中山區林森北路 春暉新世界,辦公商業大樓,41.0年,建坪34.27,3房(室)1廳1衛,5/13樓,"2,228 萬"
士北科美妝三房車,台北市北投區新民路 桂花弄,華廈,12.0年,建坪52.31,3房(室)2廳2衛,4/7樓,"3,088 萬"
薇閣學區裝潢美宅,台北市北投區稻香路 保誠一靚,華廈,8.1年,建坪91.56,4房(室)2廳3衛,4/5樓,"4,680 萬"
薇閣學區裝潢美宅,台北市北投區稻香路 保誠一靚,華廈,8.1年,建坪91.56,4房(室)2廳3衛,4/5樓,"4,680 萬"
近Y3絕美大空間,台北市文山區興隆路四段 愛群華廈,華廈,43.5年,建坪46.58,2房(室)2廳2衛,3/7樓,"2,655 萬"
白宮景觀庭院透天,台北市北投區復興三路 白宮山莊,透天厝,48.2年,建坪112.55,6房(室)3廳4衛,1~2/2樓,"8,250 萬"
薇閣中學獨棟別墅,台北市北投區翠華街,透天厝,56.9年,建坪71.18,6房(室)3廳4衛(含加蓋2房(室)--廳1衛),1~2/2樓,"13,800 萬"
薇閣陽光屋,台北市北投區泉源路 泉源華城,公寓,45.8年,建坪33.18,3房(室)--廳2衛,B1/5樓,798 萬
鄰近薇閣公園大院,台北市北投區中和街,住宅大樓,1.0年,建坪35.35,3房(室)2廳2衛,12/14樓,"3,268 萬"
遠雄四季妍,台北市內湖區新富街 遠雄四季妍,住宅大樓,15.6年,建坪84.53,4房(室)2廳2衛,10/13樓,"7,500 萬"
正大馬路低總店辦,台北市松山區八德路三段 大阿曼,住宅大樓,18.2年,建坪44.52,2房(室)2廳1衛,1~2/15樓,"3,688 萬"
景美靜巷面寬一樓,台北市文山區溪口街,公寓,47.3年,建坪36.64,3房(室)2廳4衛,B1~1/4樓,"2,438 萬"
景觀稀有雙溪名校,台北市士林區明溪街 中央社區,公寓,49.7年,建坪31.38,7房(室)3廳4衛(含加蓋3房(室)1廳2衛),4/4樓,"1,380 萬"
雙子星透天美裝,台北市大同區延平北路二段,透天厝,66.1年,建坪64.67,2房(室)5廳6衛(含加蓋--房(室)--廳1衛),1~5/5樓,"8,500 萬"
柳鄉靜巷頂加公寓,台北市萬華區和平西路三段,公寓,50.2年,建坪26.70,5房(室)3廳2衛(含加蓋3房(室)1廳1衛),4/4樓,"1,698 萬"
