物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
中山首府高樓純辦,台北市大同區承德路二段 首府經貿大廈,辦公商業大樓,32.0年,建坪156.28,8房(室)1廳--衛,13/16樓,"12,450 萬"
松林住辦,台北市中山區錦州街 松林大樓,住宅大樓,45.4年,建坪34.39,2房(室)2廳2衛,7/12樓,"3,150 萬"
山岳山景全新二房,台北市內湖區文湖街 森大直,華廈,7.7年,建坪38.75,#NAME?,4/10樓,"2,988 萬"
美麗華全新二房,台北市內湖區文湖街 森大直,華廈,7.7年,建坪38.75,2房(室)1廳1衛(含加蓋--房(室)--廳1衛),3/10樓,"2,988 萬"
森林公園芳鄰公寓,台北市大安區新生南路一段,公寓,51.1年,建坪44.69,7房(室)2廳3衛(含加蓋3房(室)--廳1衛),4/4樓,"4,700 萬"
未來捷運優質美寓,台北市萬華區萬大路,公寓,58.2年,建坪16.58,2房(室)1廳1衛,2/3樓,"1,300 萬"
安居白蘭燙金店面,台北市大安區安居街,公寓,46.1年,建坪30.89,3房(室)2廳2衛,1/5樓,"5,988 萬"
捷運採光4房,台北市信義區富陽街,公寓,45.2年,建坪32.30,4房(室)2廳2衛,3/5樓,"2,180 萬"
公園邊間管理三房,台北市北投區中山北路七段 甲桂林山莊,華廈,41.0年,建坪36.34,3房(室)2廳2衛,3/7樓,"2,038 萬"
天母國小美寓頂佳,台北市士林區天母北路,公寓,47.8年,建坪43.31,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),5/5樓,"1,999 萬"
祥安水岸花園三房,台北市萬華區水源路 祥安國宅,住宅大樓,27.9年,建坪45.67,3房(室)1廳1衛,1/16樓,"2,860 萬"
祥安水岸採光3房,台北市萬華區水源路 祥安國宅,住宅大樓,27.9年,建坪44.13,3房(室)2廳1.5衛,3/16樓,"2,680 萬"
新貴高樓露臺戶,台北市內湖區文湖街 大直新貴,華廈,22.3年,建坪39.60,3房(室)2廳2衛,6/8樓,"2,880 萬"
國美信義裝潢美宅,台北市信義區忠孝東路五段 國美信義花園A館,住宅大樓,19.1年,建坪127.60,4房(室)2廳4衛(含加蓋1房(室)--廳1衛),6/14樓,"21,888 萬"
全新忠孝靜巷美邸,台北市中正區齊東街 中正H25,華廈,1.1年,建坪17.63,1房(室)1廳1衛,3/7樓,"2,638 萬"
天母景觀電梯大戶,台北市北投區行義路 大自然社區,華廈,40.7年,建坪89.52,5房(室)2廳4衛,6/7樓,"3,880 萬"
天母山景電梯邊間,台北市北投區行義路 大自然社區,華廈,40.7年,建坪48.29,3房(室)1廳2衛,6/7樓,"2,180 萬"
天母絕佳山景電梯,台北市北投區行義路 大自然社區,華廈,40.7年,建坪41.23,2房(室)1廳2衛,6/7樓,"1,880 萬"
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
東騰天母景觀名邸,台北市士林區忠誠路二段 東騰天母,住宅大樓,14.7年,建坪138.93,3房(室)2廳3衛(含加蓋--房(室)1廳--衛),6/11樓,"12,666 萬"
東騰天母景觀名邸,台北市士林區忠誠路二段 東騰天母,住宅大樓,14.7年,建坪138.93,3房(室)2廳3衛(含加蓋--房(室)1廳--衛),6/11樓,"12,666 萬"
絕美裝潢景觀花園,台北市大安區信義路四段 杜邦雲漢,住宅大樓,47.2年,建坪50.25,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),7/7樓,"6,488 萬"
中正國中低總美寓,台北市中正區信義路二段,公寓,50.3年,建坪21.07,2房(室)2廳1衛,2/4樓,"2,488 萬"
可停車面寬一樓,台北市萬華區桂林路,工廠,51.2年,建坪31.78,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/4樓,"2,380 萬"
大馬路捷運旁店面,台北市中正區師大路,店面,69.2年,建坪23.74,--房(室)1廳1衛,1/3樓,"4,850 萬"
中正東門邊間黑土,台北市中正區金山南路一段,公寓,58.4年,建坪23.91,4房(室)2廳2衛(含加蓋1房(室)--廳1衛),4/4樓,"3,388 萬"
鋼骨高樓景觀套房,台北市萬華區康定路 台北晶麒,套房,9.4年,建坪27.83,1房(室)1廳1衛,23/26樓,"1,888 萬"
堤頂凱旋親水總部,台北市內湖區堤頂大道二段 凱旋親水,廠辦,26.9年,建坪340.67,--房(室)2廳--衛,3/8樓,"18,269 萬"
老松富邑電梯三室,台北市萬華區康定路 老松富邑,辦公商業大樓,38.0年,建坪36.24,3房(室)2廳2衛,3/10樓,"2,320 萬"
金龍市場金華地段,台北市北投區尊賢街,店面,47.9年,建坪54.36,5房(室)4廳3衛(含加蓋2房(室)2廳2衛),1/5樓,"5,600 萬"
捷運忠泰美麗所在,台北市中山區樂群三路 美麗進行曲,辦公商業大樓,15.7年,建坪72.62,4房(室)2廳2衛,3/10樓,"7,778 萬"
典藏美妝文心豪邸,台北市內湖區民權東路六段 文心日日,住宅大樓,7.1年,建坪41.13,1房(室)2廳1衛,11/15樓,"3,458 萬"
森林公園庭院三房,台北市大安區新生南路一段,公寓,43.7年,建坪27.43,3房(室)2廳1衛,1/5樓,"3,988 萬"
忠孝新生低總公寓,台北市大安區市民大道三段,公寓,44.8年,建坪34.63,4房(室)2廳1衛,2/5樓,"2,750 萬"
小院捷運大戶別墅,台北市文山區興隆路三段 旺角,透天厝,28.9年,建坪70.21,5房(室)2廳2衛(含加蓋3房(室)--廳--衛),B2~2/11樓,"4,588 萬"
瑞光單層一戶商辦,台北市內湖區瑞光路 金融皇家,辦公商業大樓,25.7年,建坪115.73,3房(室)2廳2衛(含加蓋--房(室)--廳2衛),4/7樓,"6,800 萬"
國泰三房公寓二樓,台北市文山區忠順街一段,公寓,50.1年,建坪25.58,3房(室)2廳1衛,2/4樓,"1,580 萬"
園中園美景樓中樓,台北市松山區北寧路 敦北園中園,住宅大樓,37.2年,建坪78.42,3房(室)3廳4衛(含加蓋1房(室)1廳1衛),17~18/18樓,"7,688 萬"
東區首選庭院一樓,台北市大安區敦化南路一段,公寓,56.1年,建坪32.32,3房(室)2廳1衛(含加蓋--房(室)--廳1衛),1/4樓,"9,680 萬"
現代之藝尊榮戶,台北市信義區松仁路 現代之藝,華廈,24.5年,建坪125.20,3房(室)2廳2衛,6/9樓,"16,500 萬"
萬芳捷運角間店面,台北市文山區興隆路三段 旺角,辦公商業大樓,28.9年,建坪36.12,--房(室)2廳1衛,1~2/11樓,"8,500 萬"
北投鄉林溫泉豪邸,台北市北投區溫泉路 鄉林玉川,華廈,11.0年,建坪81.33,2房(室)2廳2.5衛,2/5樓,"5,500 萬"
國美大真豪邸,台北市中山區樂群二路 國美大真,住宅大樓,10.7年,建坪178.74,3房(室)2廳4衛,5/11樓,"25,388 萬"
鄉林溫泉綠景美宅,台北市北投區溫泉路 鄉林玉川,華廈,11.0年,建坪96.28,#NAME?,5/5樓,"5,500 萬"
鄉林溫泉青磺尊邸,台北市北投區溫泉路 鄉林玉川,華廈,11.0年,建坪96.28,#NAME?,4/5樓,"5,500 萬"
綠光邊間電梯兩房,台北市北投區公館路 奇岩綠光,華廈,7.0年,建坪43.28,2房(室)2廳1衛,6/7樓,"2,998 萬"
首泰大方幸福景觀,台北市南港區重陽路 首泰大方,住宅大樓,9.4年,建坪87.83,4房(室)2廳2衛,13/15樓,"6,588 萬"
綠意公園靜巷美寓,台北市南港區研究院路二段,公寓,52.6年,建坪19.05,2房(室)2廳1.5衛,1/4樓,"1,800 萬"
研二稀有黃金二樓,台北市南港區研究院路二段,公寓,52.3年,建坪31.90,3房(室)2廳1衛,2/4樓,"1,868 萬"
幸福南港大空間,台北市南港區研究院路三段,公寓,40.9年,建坪26.52,5房(室)2廳2衛(含加蓋2房(室)--廳1衛),5/5樓,990 萬
第一社區都更透天,台北市士林區忠誠路一段,透天厝,57.0年,建坪51.12,6房(室)3廳4衛(含加蓋3房(室)--廳1衛),1~2/2樓,"26,000 萬"
第一社區都更透天,台北市士林區忠誠路一段,透天厝,57.0年,建坪51.12,6房(室)3廳4衛(含加蓋3房(室)--廳1衛),1~2/2樓,"26,000 萬"
光曜之境頂層大戶,台北市文山區光輝路,公寓,43.2年,建坪47.74,5房(室)2廳2衛(含加蓋1房(室)--廳--衛),5/5樓,"2,200 萬"
科學園區挑高名廈,台北市北投區立功街 如意巧築,辦公商業大樓,17.4年,建坪33.07,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),4/12樓,"2,300 萬"
日升月恆景觀戶,台北市南港區經貿二路 日升月恆/無雙,住宅大樓,10.6年,建坪99.70,3房(室)2廳3衛,14/21樓,"10,988 萬"
家家社區2樓,台北市文山區興隆路三段 家家社區,公寓,45.0年,建坪27.23,3房(室)2廳2衛,2/5樓,"1,458 萬"
電梯三房平面車位,台北市松山區八德路三段 時尚高第,辦公商業大樓,19.1年,建坪27.02,3房(室)1廳1.5衛(含加蓋3房(室)--廳0.5衛),13/13樓,"3,980 萬"
正木新路電梯住辦,台北市文山區木新路三段 書香世家,華廈,35.7年,建坪47.31,2房(室)3廳1衛,3/7樓,"3,480 萬"
大安滕前衛美學宅,台北市大安區新生南路一段 大安滕,住宅大樓,4.4年,建坪25.55,1房(室)2廳1衛,5/12樓,"4,380 萬"
捷運壹樓大車庫,台北市內湖區金湖路 三陽家園之星,店面,44.1年,建坪41.65,4房(室)2廳3衛(含加蓋--房(室)--廳1衛),B1/5樓,"4,500 萬"
芝山捷運車庫庭院,台北市士林區中山北路六段,公寓,47.1年,建坪34.26,3房(室)3廳2衛(含加蓋--房(室)1廳--衛),1/5樓,"3,385 萬"
輝達總部辦公芳鄰,台北市士林區德行西路 宏普世貿,辦公商業大樓,6.7年,建坪195.89,6房(室)2廳--衛,4/15樓,"17,888 萬"
南港大面寬三角窗,台北市南港區園區街 風華,店面,17.0年,建坪97.24,--房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/10樓,"18,660 萬"
南門學區採光美廈,台北市中正區和平西路二段,住宅大樓,47.6年,建坪43.30,2房(室)2廳2衛,10/11樓,"3,580 萬"
大直露臺玲瓏閣,台北市中山區敬業一路 玲瓏閣,辦公商業大樓,20.9年,建坪90.57,--房(室)2廳2衛,2/7樓,"7,350 萬"
大同二期四房美宅,台北市大同區敦煌路 大同世界二期,住宅大樓,15.8年,建坪53.55,4房(室)2廳2衛,3/15樓,"4,980 萬"
奇岩清幽景觀四房,台北市北投區奇岩路,公寓,53.1年,建坪30.55,4房(室)2廳2衛,B1/3樓,708 萬
信義世貿鋼骨純辦,台北市信義區信義路五段 環球世貿,辦公商業大樓,29.8年,建坪94.53,5房(室)2廳--衛(含加蓋3房(室)--廳--衛),8/22樓,"7,150 萬"
文山電梯世界豪邸,台北市文山區和平東路四段 世界山莊,住宅大樓,28.3年,建坪85.93,5房(室)2廳4衛,13/16樓,"4,900 萬"
大面寬管理帝王戶,台北市北投區天母西路 天母世群別墅,華廈,45.4年,建坪59.81,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),6/6樓,"3,950 萬"
一院香電梯別墅,台北市內湖區民權東路六段 一院香,透天厝,16.6年,建坪117.46,5房(室)3廳5衛(含加蓋--房(室)1廳1衛),B1~4/4樓,"9,888 萬"
至善天下綠蔭盎然,台北市士林區至善路二段 至善天下,辦公商業大樓,29.2年,建坪135.57,4房(室)1廳3衛,2/16樓,"7,580 萬"
京王三房豪邸,台北市大同區承德路一段 京王,住宅大樓,2.9年,建坪83.08,3房(室)2廳5衛,12/32樓,"10,500 萬"
世外桃源至善天下,台北市士林區至善路二段 至善天下,辦公商業大樓,29.2年,建坪122.15,4房(室)2廳2衛,2/16樓,"7,580 萬"
至善天下霸氣,台北市士林區至善路二段 至善天下,辦公商業大樓,29.2年,建坪244.29,8房(室)3廳5衛,2/16樓,"14,600 萬"
松江南京站店辦,台北市中山區建國北路二段 華爾滋,店面,37.3年,建坪36.35,1房(室)4廳1衛(含加蓋--房(室)1廳--衛),1/15樓,"4,380 萬"
京王雙主臥面圓山,台北市大同區承德路一段 京王,住宅大樓,2.9年,建坪83.04,3房(室)2廳4衛,13/32樓,"10,500 萬"
民生一層一戶四房,台北市松山區民生東路五段,華廈,44.6年,建坪45.04,4房(室)2廳2衛,6/7樓,"4,468 萬"
計劃區裝潢美宅,台北市信義區信義路五段 森聯ME,華廈,16.7年,建坪29.69,--房(室)1廳1衛,2/7樓,"2,988 萬"
昇陽逸仙-翠亨村,台北市信義區逸仙路 翠亨村,住宅大樓,40.6年,建坪43.06,3房(室)2廳2衛,7/12樓,"7,180 萬"
宏普邊間採光兩房,台北市萬華區漢口街二段 宏普西寓,住宅大樓,13.3年,建坪33.08,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),6/15樓,"2,788 萬"
松江南京優質住辦,台北市中山區長安東路一段,華廈,52.5年,建坪49.03,4房(室)1廳2衛,3/6樓,"3,500 萬"
松江南京優質住辦,台北市中山區長安東路一段,華廈,52.5年,建坪49.03,4房(室)1廳2衛,3/6樓,"3,500 萬"
森原度假小資宅,台北市北投區公館路 森原六十六,套房,9.7年,建坪12.38,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"1,180 萬"
榮華靜巷採光美寓,台北市北投區榮華一路,公寓,46.0年,建坪37.34,3房(室)2廳2衛,5/5樓,"2,480 萬"
帝王豪宅別墅透天,台北市文山區辛亥路四段 國花山莊,透天厝,10.0年,建坪149.61,5房(室)3廳7衛(含加蓋--房(室)1廳1衛),1~4/4樓,"11,688 萬"
現代美妝花園庭院,台北市士林區芝玉路二段 白金賞,華廈,15.1年,建坪42.71,3房(室)2廳3衛(含加蓋2房(室)--廳--衛),1/5樓,"5,588 萬"
雙星商圈稀有透天,台北市中正區開封街一段,透天厝,83.2年,建坪51.90,--房(室)3廳2衛(含加蓋--房(室)1廳--衛),1~2/2樓,"17,898 萬"
捷運綠植庭院豪邸,台北市文山區萬芳路 九昱十美,住宅大樓,12.9年,建坪117.27,4房(室)2廳3衛,1/15樓,"13,000 萬"
忠泰明日博朝南戶,台北市大安區市民大道三段 明日博,住宅大樓,9.6年,建坪97.31,4房(室)2廳3衛,12/23樓,"13,368 萬"
西園吉祥三樓,台北市萬華區西園路二段,公寓,57.4年,建坪24.94,3房(室)2廳1衛,3/4樓,"1,380 萬"
潛力燙金三角窗,台北市萬華區漢口街二段,店面,60.6年,建坪19.91,1房(室)2廳1衛(含加蓋--房(室)1廳--衛),1/3樓,"3,980 萬"
綠景美妝兩房,台北市內湖區安泰街,公寓,44.3年,建坪29.21,2房(室)2廳2衛,4/5樓,"1,398 萬"
桂林路公園旁頂加,台北市萬華區環河南路二段,公寓,42.0年,建坪30.45,5房(室)3廳2衛(含加蓋3房(室)1廳1衛),5/5樓,"1,750 萬"
仁愛御璽獨戶尊邸,台北市中正區仁愛路二段 仁愛御璽,華廈,16.1年,建坪113.57,4房(室)2廳4衛,3/7樓,"13,508 萬"
重北漢特金店面,台北市大同區重慶北路三段 漢特御邸,店面,11.0年,建坪62.02,1房(室)2廳2衛,1~2/13樓,"5,988 萬"
和平景觀鋼骨名邸,台北市大安區和平東路一段 和平大苑,住宅大樓,10.7年,建坪181.96,2房(室)2廳5衛,7/38樓,"25,000 萬"
圓山捷運電梯三房,台北市大同區哈密街 圓山明倫,華廈,16.2年,建坪40.88,3房(室)2廳2衛,2/7樓,"3,760 萬"
降價景美捷運大戶,台北市文山區景福街,華廈,54.7年,建坪61.76,5房(室)2廳2衛,3/6樓,"4,288 萬"
正馬路大土持公寓,台北市大安區辛亥路一段,公寓,48.0年,建坪35.15,4房(室)2廳2衛,3/5樓,"3,450 萬"
民權西捷運方正辦,台北市中山區撫順街 財富新銳大樓,辦公商業大樓,34.8年,建坪50.89,3房(室)2廳1衛,2/9樓,"4,588 萬"
中山捷運陽台小品,台北市大同區寧夏路 寧夏大福將,辦公商業大樓,28.9年,建坪11.77,1房(室)1廳1衛,5/14樓,999 萬
文化京都面寬店面,台北市大同區平陽街 文化京都,店面,23.5年,建坪57.06,2房(室)1廳1衛,1/19樓,"7,288 萬"
蘭雅公園庭院透天,台北市士林區忠誠路二段,透天厝,52.5年,建坪39.26,4房(室)2廳2衛,1~2/2樓,"8,688 萬"
西園邊間電梯四房,台北市萬華區西園路二段,華廈,36.6年,建坪39.43,4房(室)2廳2衛,3/7樓,"2,400 萬"
萬隆捷運稀有透天,台北市文山區景仁街,透天厝,62.6年,建坪23.67,6房(室)4廳4衛(含加蓋4房(室)3廳4衛),1/1樓,"4,680 萬"
石牌面寬住辦首選,台北市北投區明德路,公寓,45.2年,建坪28.52,2房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/5樓,"2,618 萬"
石牌遠景四房豪邸,台北市北投區懷德街 基泰明德,住宅大樓,15.1年,建坪80.28,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),6/12樓,"6,980 萬"
威林頓庭院別墅,台北市北投區崇仰一路 威靈頓山莊,透天厝,57.7年,建坪72.42,3房(室)2廳4衛(含加蓋--房(室)--廳1衛),1~2/2樓,"10,900 萬"
世貿公園管理三房,台北市信義區吳興街 世貿公園新家,公寓,35.9年,建坪34.33,3房(室)2廳2衛,5/5樓,"2,168 萬"
科大旁收租金店面,台北市文山區辛亥路五段,店面,42.5年,建坪23.94,#NAME?,2/6樓,"1,730 萬"
上林苑美透天別墅,台北市信義區青雲街 挹翠山莊,透天厝,39.7年,建坪102.87,6房(室)5廳5衛(含加蓋1房(室)1廳1衛),B1~3/3樓,"9,880 萬"
小南門捷運大套,台北市萬華區桂林路 泰興大廈,辦公商業大樓,41.8年,建坪14.32,1房(室)1廳1衛,5/12樓,"1,250 萬"
小南門捷運大套,台北市萬華區桂林路 泰興大廈,辦公商業大樓,41.8年,建坪14.32,1房(室)1廳1衛,5/12樓,"1,250 萬"
商一黑土金店面,台北市內湖區康樂街,店面,40.9年,建坪29.21,--房(室)1廳1衛,1/5樓,"2,700 萬"
鋼骨平車豪邸首選,台北市文山區保儀路 水沐青華,住宅大樓,11.2年,建坪88.62,3房(室)2廳2衛,14/24樓,"6,788 萬"
面101美裝潢,台北市信義區吳興街,華廈,33.9年,建坪50.08,4房(室)2廳2衛,5/5樓,"3,068 萬"
前鋒大樓景觀三房,台北市大安區信義路四段 前鋒,住宅大樓,48.3年,建坪25.28,3房(室)2廳2衛,5/14樓,"3,490 萬"
群山掬水電梯四房,台北市北投區泉源路 掬水軒,住宅大樓,25.2年,建坪60.88,4房(室)2廳2衛,2/12樓,"3,080 萬"
東區統創裝潢美宅,台北市大安區復興南路一段 統創緻,住宅大樓,1.4年,建坪15.92,1房(室)1廳1衛,11/15樓,"2,788 萬"
中山捷運陽台套房,台北市大同區寧夏路 寧夏大福將,住宅大樓,28.9年,建坪14.07,1房(室)1廳1衛,8/14樓,"1,198 萬"
北大邊間美妝華廈,台北市中山區合江街 康和馨園,其他,40.1年,建坪34.77,2房(室)2廳2衛,3/7樓,"3,288 萬"
宏盛綠景三房車位,台北市內湖區民權東路六段 皇家山莊,公寓,27.8年,建坪79.24,3房(室)3廳1衛(含加蓋--房(室)1廳--衛),4/4樓,"3,388 萬"
低總價入手穩租店,台北市大安區復興南路二段 國際鄉野大廈,店面,47.4年,建坪37.94,--房(室)4廳1衛(含加蓋--房(室)1廳1衛),1/12樓,"3,680 萬"
金華龍門學區美宅,台北市大安區雲和街,套房,36.5年,建坪10.98,1房(室)--廳1衛,3/4樓,"1,538 萬"
興安邊間景觀美屋,台北市中山區遼寧街 興安國宅-南區,住宅大樓,39.3年,建坪29.78,2房(室)2廳1衛,4/15樓,"3,498 萬"
捷運電梯三房車位,台北市文山區木新路二段 木新晴園,華廈,30.5年,建坪40.92,3房(室)2廳2衛,5/10樓,"2,988 萬"
森大直山景高樓,台北市內湖區文湖街 森大直,華廈,7.7年,建坪31.90,1房(室)1廳1衛,8/10樓,"2,680 萬"
森大直高樓景觀,台北市內湖區文湖街 森大直,華廈,7.7年,建坪38.75,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),8/10樓,"3,088 萬"
捷運人潮面寬店霸,台北市大安區信義路四段 上品大廈,店面,40.9年,建坪53.31,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/11樓,"8,388 萬"
閱讀中研兩房平車,台北市南港區舊莊街一段 閱讀中研,住宅大樓,1.3年,建坪42.68,2房(室)2廳1衛,12/15樓,"3,290 萬"
正吳興街稀有金店,台北市信義區吳興街,店面,49.2年,建坪16.12,3房(室)2廳1衛(含加蓋3房(室)1廳--衛),1/4樓,"2,699 萬"
士林美景獨棟別墅,台北市士林區至善路二段,透天厝,57.8年,建坪64.70,7房(室)2廳3衛(含加蓋1房(室)--廳--衛),1~2/2樓,"9,900 萬"
萬芳捷運庭院大戶,台北市文山區福興路,華廈,29.5年,建坪93.85,6房(室)3廳3衛(含加蓋6房(室)1廳2衛),B2~1/6樓,"5,988 萬"
敦南遠企景觀住辦,台北市大安區敦化南路二段 國民大廈,住宅大樓,46.3年,建坪50.77,3房(室)2廳2衛,7/17樓,"5,400 萬"
