鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中興路２１１巷９４弄２號三樓,55.1,1140208,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800109,188.62,3,2,2,有,無,9000000,47715,坡道平面,0,0,RPRNMLOKNHKGFCH58EA,170.15,0,13.73,有
桃園區,房地(土地+建物)+車位,桃園市桃園區中正路１３９４號三樓之一,15.27,1140226,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830803,155.32,3,2,2,有,有,4740000,30518,坡道平面,0,0,RPPQMLQJNHKGFAH48DA,105.25,0,11.3,有
桃園區,房地(土地+建物),桃園市桃園區安慶街１３３巷２７號二樓,9.05,1140219,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830411,79.64,2,2,1,有,有,6680000,83877,,0,0,RPPQMLMKNHKGFAH18DA,57.89,5.11,7.76,有
中壢區,房地(土地+建物),桃園市中壢區新中北路１５１號二樓之１４,6.73,1140215,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860507,38.98,1,1,1,有,有,3500000,89790,,0,0,RPSTMLOKNHKGFBH09DA,22.76,0,4.13,有
大溪區,房地(土地+建物),桃園市大溪區介壽路６４７巷２弄２２號,61.25,1140224,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,700115,90.22,2,2,2,有,無,6550000,72600,,0,0,RPPPMLMJMHKGFCH08DA,90.22,0,0,無
龍潭區,房地(土地+建物),桃園市龍潭區中正路２０２號,146.34,1140206,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,780703,446.64,8,3,8,有,無,50000000,111947,,0,0,RPPPMLMLMHKGFCH28DA,446.64,0,0,無
大溪區,房地(土地+建物),桃園市大溪區中正東路１８號十一樓,1.79,1140227,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830912,93.33,2,1,1,有,有,4580000,49073,,0,0,RPSNMLPJNHKGFCH58DA,60.31,0,4.64,有
龍潭區,房地(土地+建物),桃園市龍潭區渴望路６９１巷６號,193.38,1140215,土地5建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130326,270.75,4,2,3,有,有,21660000,80000,,0,0,RPPQMLMKNHKGFCH38DA,237.05,0.01,33.42,無
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區奉化路１６６之３２號二樓,21.69,1140224,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940131,154.58,3,2,2,有,有,14250000,92185,坡道平面,0,1500000,RPQNMLKLMHKGFEH18DA,73.23,1.06,9.66,有
大園區,房地(土地+建物)+車位,桃園市大園區環區西路８９號十四樓,31.99,1140209,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131129,157.48,3,2,2,有,有,14420000,96777,坡道平面,25.01,1600000,RPVNMLNLMHKGFEH98DA,78.98,0,8.47,有
平鎮區,房地(土地+建物),桃園市平鎮區金陵路三段８８巷１弄７號,74.68,1140220,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,851127,228.45,4,2,3,有,有,16500000,72226,,0,0,RPRNMLRJNHKGFGH09DA,185.04,18.14,25.27,無
大溪區,房地(土地+建物),桃園市大溪區介壽路２１１巷２２弄２３之３號,50.5,1140228,土地2建物1車位0,全,一層,透天厝,住家用,磚造,660803,39.05,2,1,1,有,無,2300000,58899,,0,0,RPQNMLQKNHKGFCH68EA,39.05,0,0,無
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段３５號二十一樓之一,12.75,1140208,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840225,152.61,3,2,2,有,有,15150000,110928,坡道平面,31.35,1700000,RPXOMLRKLHKGFAH09DA,78.67,0.55,12.59,有
桃園區,房地(土地+建物)+車位,桃園市桃園區民族路１８３之１號九樓,15.83,1140222,土地3建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225,146.66,3,2,2,有,有,14500000,98868,坡道機械,32.89,0,RPPOMLPJNHKGFAH18DA,71.54,2.89,4.39,有
桃園區,房地(土地+建物)+車位,桃園市桃園區日光路１１８號七樓,18.72,1140214,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140114,151.51,3,2,2,有,有,19280000,158866,坡道平面,41.48,1800000,RPQNMLQKNHKGFAH38DA,65.17,0,5.2,有
桃園區,房地(土地+建物)+車位,桃園市桃園區文中路４７巷３７號四樓,18.33,1140203,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921031,181.73,4,2,2,有,有,14880000,81880,坡道平面,27.1,0,RPORMLKLNHKGFAH08DA,93.64,2.76,17.23,有
中壢區,房地(土地+建物),桃園市中壢區長樂街８４巷７之１號,33.1,1140219,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690415,68.82,3,2,1,有,無,6500000,94449,,0,0,RPXPMLOLMHKGFBH56DA,68.82,0,0,無
中壢區,房地(土地+建物)+車位,桃園市中壢區溪洲三街６８號四樓,40.09,1140219,土地1建物1車位2,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,253.77,3,2,2,有,有,21500000,100799,坡道平面,72.22,3200000,RPOOMLTLMHKGFBH68DA,103.14,0,11.61,有
