鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路２８２號三樓之１,17.99,1140315,土地1建物1車位1,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981202,254.91,5,2,2,有,有,26900000,105909,坡道平面,21.69,2200000,RPVPMLLJPHKGFEE78DA,138.24,0,24.46,有
左營區,房地(土地+建物),高雄市左營區城峰路２號三樓之１,8.58,1140309,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410,82.06,2,2,1,有,有,7650000,93224,,0,0,RPWPMLLJPHKGFEE88DA,51.99,0,4.21,有
岡山區,房地(土地+建物)+車位,高雄市岡山區河堤路二段１２５號七樓之１,32.53,1140303,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950306,181.57,3,2,2,有,有,12650000,69670,坡道平面,0,0,RPXNMLPLLHKGFFE09DA,102.56,0,13.32,有
林園區,房地(土地+建物)+車位,高雄市林園區沿海路四段３４２之５號四樓,22.8,1140326,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820906,141.83,3,2,2,有,有,4680000,32997,坡道機械,0,0,RPRNMLRLOHKGFLE96DA,90.28,0,12.38,有
永安區,房地(土地+建物),高雄市永安區保安路６９之１０２號,93.97,1140322,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,820503,138.04,4,2,3,有,有,6500000,47088,,0,0,RPPRMLSLLHKGFFE98DA,120.96,6.34,10.74,有
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山東路４００巷３０弄７５號九樓,23.53,1140329,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140103,148.41,3,2,2,有,有,14640000,98646,坡道平面,20.32,0,RPSNMLPJNHKGFGE68DA,73.2,0,8.16,有
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山東路４００巷３０弄７５號八樓,23.53,1140325,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140103,148.41,3,2,2,有,有,14560000,98107,坡道平面,20.32,0,RPUNMLSKOHKGFGE76DA,73.2,0,8.16,有
三民區,房地(土地+建物),高雄市三民區壽昌路１８０巷８號五樓,38.01,1140326,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,730413,113.14,5,1,5,有,無,4150000,36680,,0,0,RPXNMLNJPHKGFDE88DA,101.95,0,11.19,無
左營區,房地(土地+建物),高雄市左營區果峰街１２巷４號九樓,32.14,1140331,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,741129,108.77,3,2,2,有,有,5800000,53324,,0,0,RPVNMLKKMHKGFEE28DA,82.57,0,12.1,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫三路２５１巷１６號五樓,14.23,1140329,土地2建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010817,129.41,2,2,2,有,有,11200000,86547,坡道平面,25.65,0,RPPOMLMJPHKGFEE18DA,57.83,4.4,5.25,有
橋頭區,房地(土地+建物),高雄市橋頭區德松路１７巷３０號,38.16,1140326,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1120530,114.68,4,2,4,有,無,11900000,103767,,0,0,RPVNMLTJPHKGFFE86DA,101.97,0,12.71,無
鳳山區,房地(土地+建物)+車位,高雄市鳳山區環河街４２號五樓,26.95,1140315,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130701,153.28,3,2,2,有,有,14050000,90062,坡道平面,19.15,1970000,RPQNMLKKOHKGFGE18DA,69.96,0,15.05,有
