鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
北投區,房地(土地+建物)+車位,臺北市北投區大興街７７號二十四樓,15.34,1110423,土地1建物1車位2,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,241.34,3,2,2,有,有,46200000,229551,坡道平面,70.79,7050000,RPWOMLSLPHKGFEA66DA,102.08,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街８１號四樓,14.46,1110424,土地1建物1車位1,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,190.16,3,2,2,有,有,35000000,206940,坡道平面,31.66,2200000,RPUNMLPJQHKGFEA58DA,94.26,0,13.39,有
萬華區,房地(土地+建物)+車位,臺北市萬華區西藏路４２８巷７號十一樓之２,23.41,1110407,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,1140516,168.83,3,2,2,有,有,34340000,233924,坡道平面,34,2800000,RPVNMLNKQHKGFBA28DA,77.14,6.35,4.46,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街８３號十四樓,19.92,1110423,土地1建物1車位2,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,281.87,4,2,3,有,有,54000000,225806,坡道平面,63.32,4650000,RPSNMLSJQHKGFEA68DA,134.47,0,13.85,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０１號二十二樓,17.5,1110326,土地3建物1車位2,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,226.44,3,1,2,有,無,79880000,508442,坡道平面,81.92,6400000,RPUQMLMJOHKGFFA48DA,90.88,0,7.85,有
大同區,房地(土地+建物),臺北市大同區承德路二段１０１號五樓之６,6.27,1110315,土地2建物1車位0,五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140121,89.73,1,1,1,有,有,29800000,332107,,0,0,RPPRMLLJOHKGFBA57DA,53.27,0,5.39,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０３號二十二樓,17.54,1110326,土地3建物1車位2,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,226.52,3,1,2,有,無,85220000,527801,坡道平面,81.92,8900000,RPTPMLNJOHKGFFA38DA,90.83,0,7.93,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０１號十七樓,17.5,1110320,土地3建物1車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,226.44,3,1,2,有,無,78300000,487822,坡道平面,81.92,7800000,RPQNMLQLOHKGFFA38DA,90.88,0,7.85,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７９號二十六樓,12.58,1110305,土地1建物1車位1,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,171.42,2,2,2,有,有,35330000,237049,坡道平面,31.66,2200000,RPPOMLRJPHKGFEA28DA,87.53,0,6.12,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號十樓,15.34,1110308,土地1建物1車位2,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,233.86,3,2,2,有,有,43700000,221942,坡道平面,63.32,5850000,RPSPMLRJPHKGFEA68DA,102.07,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７３號二十一樓,12.41,1110309,土地1建物1車位1,二十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,169.61,3,2,2,有,有,33300000,223994,坡道平面,31.66,2400000,RPVPMLRJPHKGFEA98DA,86.04,0,6.4,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號二十二樓,15.34,1110306,土地1建物1車位2,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,233.86,4,2,2,有,有,44080000,231207,坡道平面,63.32,4650000,RPWQMLRJPHKGFEA56DA,102.07,0,12.26,有
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷４５弄８號五樓,29.21,1110301,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140429,271,4,2,2,有,有,72150000,316095,坡道平面,65.84,7300000,RPQOMLSKPHKGFEA58DA,123.83,0,13.13,有
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷４５弄８號六樓,29.21,1110305,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140429,238.08,3,2,2,有,有,68700000,318288,坡道平面,32.92,3400000,RPSPMLSKPHKGFEA88DA,123.83,0,13.13,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７７號十二樓,15.34,1110329,土地1建物1車位1,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,202.21,3,2,2,有,有,39800000,220463,坡道平面,31.66,2200000,RPUNMLSLPHKGFEA98DA,102.08,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號十六樓,15.34,1110301,土地1建物1車位2,十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,233.86,4,2,2,有,有,43350000,223701,坡道平面,63.32,5200000,RPUNMLOJQHKGFEA48DA,102.07,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號十七樓,15.34,1110301,土地1建物1車位1,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,202.2,4,2,2,有,有,40800000,224288,坡道平面,31.66,2550000,RPWNMLOJQHKGFEA68DA,102.07,0,12.26,有
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷４５弄８號三樓,29.21,1110316,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140429,236.54,3,2,2,有,有,68020000,315202,坡道平面,31.37,3350000,RPXOMLSKPHKGFEA66DA,123.83,0,13.13,有
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷４５弄８號七樓,29.21,1110301,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140429,238.08,4,2,2,有,有,68000000,315120,坡道平面,32.92,3350000,RPQOMLMLPHKGFEA08DA,123.83,0,13.13,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號二十四樓,15.34,1110330,土地1建物1車位2,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,233.86,2,2,2,有,有,45300000,229858,坡道平面,63.32,6100000,RPQNMLLKQHKGFEA87DA,102.07,0,12.26,有
中正區,房地(土地+建物),臺北市中正區信義路二段７９巷３２號六樓之１,17.22,1110303,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140320,85.99,2,1,1,有,無,37780000,439353,,0,0,RPSOMLOKQHKGFBA18DA,48.16,0,5.35,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０５號四樓,21.52,1110318,土地3建物1車位2,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,262.27,4,1,2,有,無,85000000,432492,坡道平面,81.92,7000000,RPUNMLPKQHKGFFA78DA,109.25,0,13.92,有
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷４５弄１０號二樓,27.03,1110323,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140429,254.29,3,2,2,有,有,67850000,326053,坡道平面,64.29,5900000,RPXOMLLLPHKGFEA68DA,115.12,0,11.55,有
大安區,房地(土地+建物)+車位,臺北市大安區大安路一段２０６巷１５號八樓,19.89,1110315,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140528,159.41,3,2,2,有,有,66000000,445041,其他,17.85,3000000,RPUOMLRJQHKGFFA98DA,82.13,0,9.16,有
萬華區,房地(土地+建物)+車位,臺北市萬華區西藏路４２８巷７號九樓之２,23.41,1110313,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,1140516,168.83,3,2,2,有,有,32450000,219907,坡道平面,34,2800000,RPSOMLPKQHKGFBA28DA,77.14,6.35,4.46,有
中正區,房地(土地+建物)+車位,臺北市中正區信義路二段７９巷３２號四樓之１,17.22,1110303,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140320,103.78,2,1,1,有,無,39920000,433306,升降機械,17.79,2660000,RPVNMLPJRHKGFBA48DA,48.16,0,5.35,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７７號四樓,15.34,1110313,土地1建物1車位2,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,228.66,4,2,2,有,有,39550000,204913,坡道平面,58.1,4600000,RPPNMLSJRHKGFEA48DA,102.08,0,12.26,有
