鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
大同區,房地(土地+建物),臺北市大同區重慶北路三段１１３巷６４號五樓之１,12.34,1131209,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640723,45.06,1,1,1,有,有,9500000,210830,,0,0,RPOOMLQKKIJGFBA37DA,37.56,0,0,無
中山區,房地(土地+建物),臺北市中山區中山北路二段４２巷４０號,24.25,1131205,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,77.16,0,0,0,無,無,12700000,164593,,0,0,RPOOMLPJKIJGFCA27DA,77.16,0,0,無
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路１１２巷５８弄６號,114.67,1131201,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,0870731,255.02,6,4,4,有,有,50800000,199200,坡道平面,0,5000000,RPOOMLOLKIJGFCA37DA,138.38,8.48,15.32,無
信義區,房地(土地+建物),臺北市信義區大道路４２巷１６號四樓,12.84,1131213,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640414,28.56,3,2,2,有,無,6000000,210084,,0,0,RPPNMLTLKIJGFDA97DA,28.56,0,0,無
士林區,房地(土地+建物),臺北市士林區德行西路５０號三樓之９,9.06,1131201,土地3建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970502,46.04,1,0,1,有,有,10800000,234579,,0,0,RPROMLOLKIJGFEA87DA,24.28,1.3,4.08,有
北投區,房地(土地+建物),臺北市北投區復興四路１２巷３之６號三樓,9.22,1131218,土地1建物1車位0,三層，陽臺,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651001,38.35,0,0,0,無,有,4200000,109518,,0,0,RPPNMLKMKIJGFEA27DA,34.63,0,0,有
大安區,房地(土地+建物),臺北市大安區瑞安街１９８號二樓,41.46,1131223,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0630812,105.39,3,2,2,有,無,30280000,287314,,0,0,RPQNMLKLKIJGFFA37DA,105.39,0,0,無
大安區,房地(土地+建物),臺北市大安區忠孝東路三段２０６號十三樓,16.13,1131207,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,89.51,2,2,1,有,有,27300000,304994,,0,0,RPVNMLRLKIJGFFA58DA,55.77,0,8.77,有
大安區,房地(土地+建物),臺北市大安區仁愛路四段４８巷１４號三樓,11.12,1131211,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701110,59.99,4,2,2,有,有,16660000,277713,,0,0,RPSNMLKMKIJGFFA67DA,48.91,0,8.28,有
大安區,房地(土地+建物),臺北市大安區仁愛路四段４８巷１４號三樓,7.41,1131211,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701110,39.99,4,2,2,有,有,11120000,278070,,0,0,RPTNMLKMKIJGFFA77DA,32.61,0,5.52,有
