物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
龍莊捷運四房車位,新北市新莊區新北大道七段 龍莊天廈,住宅大樓,33.9年,建坪58.87,4房(室)2廳2衛,2/12樓,"2,098 萬"
三樓學區裝潢美寓,新北市新莊區裕民街,公寓,48.3年,建坪22.42,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),3/4樓,"1,180 萬"
捷運隔壁邊間三房,新北市新莊區中正路,公寓,37.4年,建坪33.56,3房(室)2廳2衛,5/5樓,"1,268 萬"
迴龍可塑兩衛美寓,新北市新莊區中正路新建巷,公寓,45.8年,建坪25.59,3房(室)2廳1衛,5/5樓,998 萬
捷運富利天際奢居,新北市新莊區龍安路 富利天廈,住宅大樓,13.4年,建坪52.69,3房(室)2廳2衛,16/20樓,"2,698 萬"
捷運富利天際奢居,新北市新莊區龍安路 富利天廈,住宅大樓,13.4年,建坪52.69,3房(室)2廳2衛,16/20樓,"2,698 萬"
屋下車庫庭園城堡,新北市新店區安祥路 彩蝶,透天厝,28.8年,建坪95.15,3房(室)4廳5衛(含加蓋--房(室)2廳1衛),B1~3/3樓,"5,800 萬"
靜巷樹梢四房車位,新北市新莊區立信三街 帝后花園-亞歷山大,住宅大樓,20.0年,建坪47.60,4房(室)2廳2衛,2/13樓,"2,698 萬"
金鳳凰邊間三房,新北市土城區學府路一段 金鳳凰,住宅大樓,31.3年,建坪34.51,3房(室)2廳2衛,6/12樓,"1,990 萬"
大坪林電梯大空間,新北市新店區建國路 一品門第,華廈,37.4年,建坪47.68,3房(室)2廳2衛,2/10樓,"2,474 萬"
大學詩鄉典雅別墅,新北市新店區安忠路 大學詩鄉,透天厝,31.0年,建坪104.28,5房(室)2廳3衛,B1~3/3樓,"3,398 萬"
綠中海山景庭院墅,新北市新店區安祥路 綠中海二期,透天厝,18.9年,建坪55.92,4房(室)2廳3衛,1~3/3樓,"2,080 萬"
信義樂章露臺三房,新北市板橋區信義路 信義樂章,住宅大樓,9.2年,建坪35.07,3房(室)2廳2衛,2/14樓,"2,088 萬"
七張裕隆靜巷一樓,新北市新店區中興路二段 北新天下,公寓,36.7年,建坪33.98,3房(室)2廳2衛,1/5樓,"2,180 萬"
中央七街超值好屋,新北市新店區中央七街,公寓,40.4年,建坪44.44,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),5/5樓,"1,998 萬"
文書院美四房車位,新北市板橋區四川路一段 文書院,住宅大樓,27.1年,建坪61.82,4房(室)2廳2衛,12/14樓,"3,730 萬"
絕美景觀3房車位,新北市新店區安祥路 伴吾別墅,公寓,27.3年,建坪43.30,3房(室)2廳2衛,3/3樓,"1,168 萬"
公園露臺樓中樓,新北市永和區中正路,住宅大樓,34.8年,建坪83.70,2房(室)2廳2.5衛,16~17/18樓,"5,700 萬"
景安好規劃透天,新北市中和區景平路,透天厝,58.3年,建坪21.41,2房(室)2廳1衛,1~2/2樓,"1,998 萬"
捷運旁首購精緻宅,新北市新店區,華廈,#NAME?,建坪15.64,1房(室)1廳1衛,2/7樓,"1,338 萬"
新埔民生旁收租屋,新北市板橋區民生路三段,公寓,52.9年,建坪22.96,9房(室)--廳9衛(含加蓋4房(室)--廳4衛),4/4樓,"1,680 萬"
宏盛新婚兩房,新北市新店區央北二路,住宅大樓,1.0年,建坪25.99,2房(室)2廳2衛,5/13樓,"2,968 萬"
莒光學區方正二樓,新北市板橋區莒光路,公寓,45.0年,建坪27.09,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/5樓,"1,788 萬"
畫世紀歐式四房,新北市板橋區漢生東路 畫世紀,住宅大樓,16.2年,建坪72.75,4房(室)2廳2衛,8/29樓,"5,988 萬"
學府公園幸福皇居,新北市新莊區中信街 學府公園,住宅大樓,27.2年,建坪22.16,2房(室)2廳2衛,6/14樓,"1,398 萬"
捷運幸福成家大戶,新北市中和區景平路 凱撒大地,辦公商業大樓,34.3年,建坪53.10,4房(室)2廳2衛,3/12樓,"1,850 萬"
101大四房雙車,新北市永和區仁愛路 仁愛101,住宅大樓,12.0年,建坪99.80,4房(室)2廳3衛,5/25樓,"7,288 萬"
東帝市景觀小套房,新北市中和區景平路 東帝市,住宅大樓,27.9年,建坪12.18,1房(室)--廳1衛,27/41樓,888 萬
美河景觀大戶雙車,新北市新店區中央路 美河市,住宅大樓,12.8年,建坪110.33,4房(室)2廳3衛,8/24樓,"6,658 萬"
漢皇尊爵四房平車,新北市中和區中山路二段 漢皇馥麗,住宅大樓,15.6年,建坪74.19,4房(室)2廳2衛,9/19樓,"4,980 萬"
小太陽方正捷運,新北市新莊區中原路 小太陽,辦公商業大樓,29.2年,建坪13.05,--房(室)1廳1衛,2/12樓,980 萬
江翠久泰雙捷兩房,新北市板橋區長江路二段 雙捷晶品-名門區,住宅大樓,5.2年,建坪28.35,2房(室)2廳1衛,5/13樓,"2,381 萬"
全坤峰華建築語彙,新北市新莊區頭前路 全坤峰華 - 公園館,住宅大樓,13.5年,建坪62.41,4房(室)2廳2衛,13/21樓,"3,988 萬"
捷運新婚小資首購,新北市新莊區新北大道七段 伊吉邦,住宅大樓,26.4年,建坪16.75,3房(室)1廳1衛(含加蓋2房(室)--廳--衛),4/18樓,948 萬
中山國中稀有三房,新北市板橋區介壽街,公寓,51.1年,建坪27.08,3房(室)2廳1衛,3/4樓,"1,800 萬"
全新首購層峰套房,新北市新店區,華廈,#NAME?,建坪15.64,1房(室)1廳1衛,7/7樓,"1,388 萬"
全新首購層峰套房,新北市新店區,華廈,#NAME?,建坪15.64,1房(室)1廳1衛,7/7樓,"1,388 萬"
中山國中稀有三房,新北市板橋區介壽街,公寓,51.1年,建坪27.08,3房(室)2廳1衛,3/4樓,"1,800 萬"
江翠捷運邊間三房,新北市板橋區懷德街,公寓,37.5年,建坪27.73,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"1,580 萬"
海山學區正隆大戶,新北市板橋區民生路一段 正隆廣場,住宅大樓,30.9年,建坪67.84,4房(室)2廳2衛,21/25樓,"3,380 萬"
幸福佳瑪豐隆昕城,新北市新莊區中誠街,住宅大樓,0.6年,建坪44.25,3房(室)2廳2衛,6/11樓,"2,660 萬"
區公所電梯三房,新北市永和區豫溪街,華廈,28.9年,建坪34.11,3房(室)2廳2衛,5/6樓,"2,350 萬"
夏沁微風優雅城心,新北市新莊區頭興街 一方城心,住宅大樓,13.4年,建坪20.93,1房(室)1廳1衛,5/13樓,"1,620 萬"
湯泉河景高樓四房,新北市新店區溪園路 湯泉一期(湯泉櫻花),住宅大樓,22.9年,建坪64.34,4房(室)2廳2衛,13/14樓,"4,388 萬"
Scape露臺戶,新北市土城區學士路 有富璞玉,住宅大樓,0.7年,建坪89.05,4房(室)2廳2衛,14/14樓,"5,888 萬"
央北樂菲兩房車,新北市新店區央北二路 波爾多2樂菲莊園,住宅大樓,2.3年,建坪33.92,2房(室)2廳2衛,5/15樓,"2,388 萬"
小資首選河景宅,新北市新店區央北二路 波爾多2樂菲莊園,住宅大樓,2.3年,建坪26.88,1房(室)2廳1衛,14/15樓,"1,788 萬"
暖慕幸福城心貳房,新北市新莊區頭興街 一方城心,住宅大樓,13.4年,建坪40.16,2房(室)2廳1衛,9/13樓,"2,458 萬"
樂菲莊園四房平車,新北市新店區央北二路 波爾多2樂菲莊園,住宅大樓,2.3年,建坪61.63,4房(室)2廳2衛,7/15樓,"4,098 萬"
樂菲莊園精美三房,新北市新店區央北二路 波爾多2樂菲莊園,住宅大樓,2.3年,建坪26.57,3房(室)2廳1衛,4/15樓,"1,850 萬"
知性宏普挑高兩房,新北市新莊區福德二街 宏普NEW ONE四季館,住宅大樓,13.2年,建坪36.26,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),4/12樓,"2,188 萬"
佳瑪美寓幸福成家,新北市新莊區幸福路,公寓,45.7年,建坪23.69,3房(室)2廳1衛,4/5樓,978 萬
幸福捷運昌隆美宅,新北市新莊區昌盛街,公寓,42.1年,建坪32.66,3房(室)2廳1衛,4/5樓,"1,288 萬"
國順燙金店面,新北市新莊區中港路 國順府城,店面,29.2年,建坪51.89,3房(室)2廳3衛(含加蓋3房(室)1廳2衛),B1~1/13樓,"4,688 萬"
成家首選3房美寓,新北市中和區員山路,公寓,46.9年,建坪23.06,3房(室)2廳1衛,4/5樓,"1,098 萬"
有棟距三房巴黎景,新北市新莊區中平路 巴黎世紀,住宅大樓,19.4年,建坪35.01,3房(室)2廳2衛,4/12樓,"1,998 萬"
捷運景觀遠眺遠雄,新北市新莊區中央路 米蘭公園,辦公商業大樓,11.1年,建坪74.79,2房(室)2廳2衛,13/24樓,"3,800 萬"
遠雄巴黎捷運景觀,新北市新莊區新北大道三段 遠雄巴黎公園,辦公商業大樓,11.1年,建坪68.41,2房(室)2廳2衛,10/24樓,"3,800 萬"
永和馬路商業透天,新北市永和區福和路,透天厝,50.2年,建坪70.87,5房(室)6廳5衛(含加蓋1房(室)1廳4衛),1~4/4樓,"7,988 萬"
捷運挑高星鑽高峰,新北市新莊區新北大道三段 最高峰,辦公商業大樓,19.0年,建坪48.90,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),15/22樓,"2,288 萬"
史丹佛陶然典雅居,新北市板橋區新府路 史丹佛,住宅大樓,18.0年,建坪78.74,4房(室)2廳2衛,5/24樓,"5,800 萬"
獨家伴山三房車位,新北市新店區安祥路 伴山別墅(一期),華廈,8.5年,建坪52.27,3房(室)2廳2衛,3/8樓,"1,598 萬"
綠景江翠四房車位,新北市板橋區雙十路二段 海德公園,住宅大樓,25.0年,建坪60.50,4房(室)2廳2衛,5/22樓,"3,700 萬"
新店電梯樓中樓,新北市新店區安祥路 伴山別墅(二期),華廈,7.4年,建坪57.26,3房(室)3廳2衛(含加蓋1房(室)--廳--衛),3~4/4樓,"1,980 萬"
純白海山學免裝潢,新北市板橋區長安街,公寓,45.7年,建坪30.66,3房(室)2廳1衛,4/5樓,"1,980 萬"
大庭稀有特區景觀,新北市板橋區國光路 大庭新村,住宅大樓,30.6年,建坪47.26,3房(室)2廳2衛,11/12樓,"2,688 萬"
希望之河3房車位,新北市新店區中央三街 希望之河,住宅大樓,25.8年,建坪44.32,3房(室)2廳2衛,19/24樓,"2,438 萬"
希望之河3房車位,新北市新店區中央三街 希望之河,住宅大樓,25.8年,建坪44.32,3房(室)2廳2衛,19/24樓,"2,438 萬"
菠爾邊間採光三房,新北市永和區環河西路二段 台北菠爾-A,住宅大樓,26.1年,建坪36.01,3房(室)2廳2衛,4/22樓,"2,480 萬"
月河河景美宅三房,新北市永和區環河東路四段 月河,住宅大樓,25.2年,建坪33.89,3房(室)2廳2衛,3/12樓,"2,200 萬"
永安捷運好境套房,新北市永和區永平路 樂華首富,華廈,33.2年,建坪11.94,1房(室)1廳1衛,9/10樓,818 萬
甘霖環翠三房車位,新北市板橋區懷德街 甘霖環翠,住宅大樓,1.4年,建坪45.55,3房(室)2廳2衛,2/11樓,"2,880 萬"
萬坪公園遠景四房,新北市板橋區漢生東路 板橋新站大樓,住宅大樓,25.7年,建坪57.03,4房(室)2廳2衛,12/12樓,"4,180 萬"
世界G2可看屋了,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.6年,建坪39.09,3房(室)2廳2衛,11/24樓,"2,598 萬"
捷運邊間兩房車位,新北市中和區中和路 向陽光晴,住宅大樓,6.8年,建坪34.89,2房(室)2廳2衛,5/13樓,"2,598 萬"
板橋採光溫馨三房,新北市板橋區民權路,公寓,51.8年,建坪30.30,3房(室)2廳1衛,4/4樓,"1,280 萬"
禾隱山居風光自來,新北市新店區禾豐九路 禾豐特區,透天厝,18.7年,建坪81.20,4房(室)4廳3衛,1~3/3樓,"3,500 萬"
低樓層可做三房,新北市板橋區中正路,公寓,44.2年,建坪26.84,#NAME?,3/5樓,"1,070 萬"
七張黃金邊間三樓,新北市新店區中正路,公寓,#NAME?,建坪34.98,3房(室)2廳2衛,3/4樓,"1,698 萬"
愛樂高樓採光三房,新北市新莊區中平路 巴黎樂章,住宅大樓,20.1年,建坪38.34,3房(室)2廳2衛,12/13樓,"2,288 萬"
愛樂音樂歐洲三房,新北市新莊區立信三街 愛樂貝多芬,住宅大樓,20.5年,建坪39.31,3房(室)2廳2衛,11/13樓,"2,350 萬"
成功庭院車庫一樓,新北市永和區成功路二段,華廈,32.4年,建坪33.07,3房(室)2廳2衛,1/5樓,"2,368 萬"
板車民權方正美寓,新北市板橋區民權路,公寓,49.3年,建坪25.55,2房(室)1廳1衛,4/4樓,"1,650 萬"
日月光旁邊間美寓,新北市土城區員林街,公寓,43.4年,建坪35.95,4房(室)2廳2衛,3/5樓,"1,638 萬"
公所旁大空間一樓,新北市永和區永安街,公寓,43.7年,建坪40.91,4房(室)2廳2衛,1/5樓,"3,195 萬"
碧瑤電梯景觀三室,新北市新莊區民安東路 碧瑤帝景,辦公商業大樓,18.6年,建坪49.79,3房(室)2廳2衛,14/14樓,"2,198 萬"
溫馨三房車站好近,新北市板橋區大觀路二段,公寓,43.8年,建坪23.84,3房(室)2廳1衛,5/5樓,"1,050 萬"
捷運富邑高樓,新北市新莊區中央路 新富邑,辦公商業大樓,12.6年,建坪71.11,3房(室)2廳2衛,25/28樓,"3,360 萬"
龍耀首藏雅緻透天,新北市新莊區新樹路 家麒新天地-龍耀首藏,透天厝,15.8年,建坪100.28,6房(室)2廳4衛(含加蓋2房(室)--廳--衛),B1~4/4樓,"3,500 萬"
市民金店可住辦,新北市中和區市民街,店面,33.2年,建坪36.58,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/7樓,"2,258 萬"
府中囍堂明亮,新北市板橋區縣民大道一段 囍堂,辦公商業大樓,5.1年,建坪38.49,3房(室)2廳2衛,5/15樓,"2,650 萬"
景新機能好棒二樓,新北市中和區景新街,公寓,43.2年,建坪29.09,3房(室)2廳1衛,2/5樓,"1,450 萬"
遠揚新站溫馨3房,新北市板橋區南雅南路二段 遠揚新站,住宅大樓,18.3年,建坪38.42,3房(室)2廳2衛,4/22樓,"3,188 萬"
伊吉邦邊間大空間,新北市新莊區新北大道七段 伊吉邦,住宅大樓,26.5年,建坪26.10,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),3/18樓,"1,218 萬"
自強活巷漂亮美屋,新北市板橋區自強新村 自強新村,公寓,50.1年,建坪28.82,3房(室)2廳2衛,3/4樓,"1,598 萬"
富貴雅致三房美寓,新北市新店區富貴街,公寓,42.9年,建坪28.46,3房(室)2廳1.5衛,5/5樓,880 萬
建安肯仲溫馨兩房,新北市新莊區建安街 肯仲樂高民安36A棟,華廈,10.4年,建坪29.41,2房(室)2廳1衛,6/10樓,"1,880 萬"
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
N/A,N/A,華廈,N/A,N/A,N/A,N/A,N/A
板橋近未來捷運站,新北市板橋區金門街 寶捷麗,住宅大樓,14.0年,建坪48.38,3房(室)1廳2衛,6/11樓,"2,458 萬"
板橋近未來捷運站,新北市板橋區金門街 寶捷麗,住宅大樓,14.0年,建坪48.38,3房(室)1廳2衛,6/11樓,"2,458 萬"
皇勝禧悅高樓景觀,新北市板橋區民生路一段 皇勝憘悅,住宅大樓,15.1年,建坪37.48,3房(室)2廳2衛,18/21樓,"3,098 萬"
央北國泰高樓三房,新北市新店區啟文路 國泰豐和,住宅大樓,2.6年,建坪45.06,3房(室)2廳2衛,15/19樓,"3,775 萬"
雙捷邊間兩房平車,新北市中和區景新街 双捷晶華/雙捷晶華,住宅大樓,7.5年,建坪37.27,2房(室)1廳1衛,2/14樓,"2,468 萬"
永安捷運方正辦公,新北市永和區中和路 百順客,辦公商業大樓,29.3年,建坪102.15,--房(室)1廳1衛,3/15樓,"5,288 萬"
捷運陽光邊間精品,新北市永和區保平路,公寓,48.1年,建坪30.07,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),5/5樓,"1,598 萬"
永安捷運機能美宅,新北市永和區保平路,公寓,45.3年,建坪23.72,3房(室)2廳1衛,4/5樓,"1,660 萬"
中和捷運辦公平車,新北市中和區中山路二段 世界V1,辦公商業大樓,8.7年,建坪51.88,1房(室)1廳--衛,12/14樓,"2,298 萬"
美麗永安高樓遠景,新北市中和區中和路 美麗永安,住宅大樓,18.8年,建坪14.43,1房(室)1廳1衛,17/21樓,"1,480 萬"
頂溪竹林裝潢一樓,新北市永和區竹林路,公寓,47.5年,建坪29.12,5房(室)2廳2衛(含加蓋2房(室)--廳1衛),1/4樓,"1,899 萬"
帝京C1景觀豪邸,新北市新莊區中正路 永鼎帝京,住宅大樓,8.9年,建坪63.70,3房(室)2廳2衛,19/22樓,"4,130 萬"
單價31萬多美寓,新北市中和區員山路,廠辦,42.9年,建坪32.55,5房(室)2廳2衛(含加蓋2房(室)1廳1衛),5/5樓,"1,038 萬"
碧潭獨棟庭院別墅,新北市新店區華潭街,透天厝,35.3年,建坪107.17,6房(室)2廳3衛(含加蓋2房(室)--廳--衛),B1~2/2樓,"3,500 萬"
飛駝高樓美妝三房,新北市中和區興南路二段 飛駝二期,住宅大樓,30.8年,建坪53.59,3房(室)2廳2衛,14/14樓,"2,398 萬"
捷運邊間公寓三樓,新北市新店區大豐路,公寓,52.3年,建坪30.20,3房(室)2廳1.5衛(含加蓋--房(室)--廳0.5衛),3/4樓,"1,880 萬"
首購大空間美寓,新北市新店區安祥路,公寓,34.6年,建坪40.36,3房(室)3廳2衛(含加蓋--房(室)1廳--衛),5/5樓,788 萬
101景觀四房車,新北市板橋區光環路二段 湛然新天地,住宅大樓,11.8年,建坪78.97,4房(室)2廳2衛,14/17樓,"5,288 萬"
美麗景觀四房車位,新北市新店區安民街 美麗心殿,住宅大樓,30.0年,建坪50.60,4房(室)2廳2衛,9/16樓,"2,368 萬"
世界H棟22樓,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.6年,建坪37.92,3房(室)2廳2衛,22/24樓,"2,598 萬"
碧潭新婚首購首選,新北市新店區永業路 美芝城,公寓,44.8年,建坪27.88,3房(室)2廳1.5衛,5/5樓,798 萬
景芳綠庭三房,新北市新店區二十張路 景芳綠庭,華廈,36.7年,建坪41.71,3房(室)2廳2衛,7/10樓,"2,880 萬"
竹林二樓黃金美寓,新北市永和區竹林路,公寓,45.4年,建坪28.22,3房(室)2廳1衛,2/5樓,"1,498 萬"
世界V1辦公平車,新北市中和區中山路二段 世界V1,辦公商業大樓,8.7年,建坪63.17,1房(室)2廳--衛,10/14樓,"2,980 萬"
台北囍多捷運美宅,新北市中和區福祥路 台北囍多,住宅大樓,26.9年,建坪15.47,1房(室)1廳1衛,17/19樓,"1,008 萬"
新店陽光小資首選,新北市新店區安興路 陽光PARK,其他,9.5年,建坪27.65,2房(室)1廳--衛,3/14樓,"1,258 萬"
中華新城三房車,新北市土城區中華路二段 中華新城乙基地,住宅大樓,26.7年,建坪48.76,3房(室)2廳2衛,16/16樓,"2,488 萬"
詩鄉明亮邊間車庫,新北市新店區安忠路 大學詩鄉,公寓,32.0年,建坪60.99,3房(室)2廳2.5衛(含加蓋--房(室)--廳0.5衛),3~4/4樓,"1,980 萬"
海山新宿兩房車,新北市土城區中央路一段 海山新宿,華廈,13.4年,建坪27.72,2房(室)2廳1衛,7/10樓,"1,880 萬"
鋒霖御璽三房平車,新北市中和區廣福路 鋒霖御璽,住宅大樓,12.1年,建坪56.78,3房(室)2廳2衛,6/15樓,"3,380 萬"
央北綠景三房大戶,新北市新店區央北二路 宏國大央北,住宅大樓,1.1年,建坪49.97,3房(室)2廳2衛,3/14樓,"3,900 萬"
宏國央北河景雙車,新北市新店區央北二路 宏國大央北,住宅大樓,1.1年,建坪57.45,2房(室)2廳1.5衛,10/14樓,"4,188 萬"
宏國央北河景雙車,新北市新店區央北二路 宏國大央北,住宅大樓,1.1年,建坪57.45,2房(室)2廳1.5衛,10/14樓,"4,188 萬"
美河市裝潢豪邸,新北市新店區中央路 美河市,住宅大樓,12.9年,建坪48.16,2房(室)2廳2衛,5/26樓,"3,268 萬"
新店祝你幸福三房,新北市新店區安民街 祝你幸福,住宅大樓,27.0年,建坪35.11,3房(室)2廳2衛,11/13樓,"1,898 萬"
台北大城金店面,新北市新莊區昌平街 台北大城,店面,30.9年,建坪48.66,3房(室)2廳2衛,1/11樓,"3,600 萬"
銀河竹林庭三房車,新北市永和區竹林路 銀河竹林庭,華廈,29.1年,建坪37.57,3房(室)2廳2衛,5/6樓,"2,580 萬"
海山學區捷運三房,新北市板橋區長安街,公寓,50.0年,建坪26.15,3房(室)2廳2衛,4/4樓,"1,298 萬"
長虹秀朗挑高金店,新北市永和區永元路 長虹華府,店面,18.6年,建坪34.74,6房(室)2廳1衛(含加蓋3房(室)1廳--衛),1/15樓,"3,588 萬"
大千庭院景觀一樓,新北市新店區新坡一街 大千豪景,公寓,34.3年,建坪54.43,4房(室)3廳3.5衛(含加蓋1房(室)1廳1衛),B1~2/5樓,"1,868 萬"
江坡A景觀三房,新北市新店區新坡一街 江坡華城A區,住宅大樓,31.9年,建坪43.37,3房(室)2廳1衛,4/16樓,"1,850 萬"
涵煙翠泳池旁兩房,新北市新店區新坡一街 涵煙翠,住宅大樓,30.5年,建坪30.62,2房(室)2廳1衛,2/12樓,"1,580 萬"
市中心獨棟大透天,新北市新店區長春路 大地世紀別墅,透天厝,36.0年,建坪77.52,7房(室)2廳3衛(含加蓋4房(室)--廳1衛),B1~3/3樓,"3,580 萬"
秀朗幸福成家三房,新北市永和區民權路,公寓,47.6年,建坪34.40,3房(室)2廳2衛,4/5樓,"1,668 萬"
公所成家圓夢首選,新北市新店區新坡一街 涵煙翠,住宅大樓,30.5年,建坪28.02,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/12樓,"1,380 萬"
得和天廈四房車位,新北市永和區中正路 得和天廈(祥和甲天下),住宅大樓,24.2年,建坪60.81,4房(室)2廳3衛,8/14樓,"4,088 萬"
江波星野美景府邸,新北市新店區新坡一街 江坡華城C區,住宅大樓,31.9年,建坪99.50,2房(室)3廳2衛(含加蓋--房(室)1廳--衛),19~20/20樓,"3,968 萬"
台北新宿人潮金店,新北市永和區中正路 台北新宿,店面,29.6年,建坪56.75,3房(室)2廳2衛,1~2/11樓,"3,980 萬"
永和中正邊間店面,新北市永和區中正路,店面,54.8年,建坪28.99,--房(室)1廳1衛,1/4樓,"2,988 萬"
捷運公寓一樓好停,新北市中和區大仁街,公寓,50.4年,建坪25.28,2房(室)2廳2衛,1/4樓,"2,188 萬"
名人田園溫馨透天,新北市新店區長春路 大香山名人鄉村,透天厝,43.6年,建坪33.96,5房(室)4廳4衛(含加蓋1房(室)1廳1衛),1~2/2樓,"2,088 萬"
誠品威秀裝潢美屋,新北市新店區五峰路,公寓,44.4年,建坪34.88,3房(室)2廳3衛(含加蓋--房(室)--廳2衛),4/5樓,"1,880 萬"
公所捷運採光鼎佳,新北市新店區中興路一段,公寓,44.9年,建坪35.74,6房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"1,680 萬"
景平捷運車庫一樓,新北市中和區大仁街,店面,46.8年,建坪26.40,2房(室)2廳2衛(含加蓋1房(室)1廳1衛),1/5樓,"2,850 萬"
中正智光人潮辦公,新北市永和區中正路 得和天廈(祥和甲天下),辦公商業大樓,24.2年,建坪54.05,3房(室)2廳1衛,4/14樓,"3,180 萬"
近裕隆城鼎佳美屋,新北市新店區寶興路,其他,42.9年,建坪37.85,5房(室)4廳3衛(含加蓋2房(室)2廳1衛),5/5樓,"1,588 萬"
秀朗國小打通住辦,新北市永和區得和路,公寓,43.1年,建坪69.22,6房(室)2廳3衛,3/5樓,"3,805 萬"
公所綠景圓夢兩房,新北市新店區新坡一街 涵煙翠,住宅大樓,30.5年,建坪30.62,2房(室)2廳1衛,3/12樓,"1,580 萬"
公所邊間四房平車,新北市新店區五峰路 羅馬山莊,華廈,30.8年,建坪51.06,4房(室)2廳2衛,4/5樓,"2,768 萬"
秀朗國小大空間寓,新北市永和區得和路,公寓,43.1年,建坪40.21,5房(室)1廳2衛,3/5樓,"2,210 萬"
近捷運花園四房車,新北市新店區新坡一街 江坡華城C區,住宅大樓,31.9年,建坪94.92,4房(室)4廳3衛(含加蓋1房(室)--廳--衛),11~12/12樓,"2,980 萬"
裕隆邊間雙景兩房,新北市新店區寶興路 台北人,住宅大樓,16.1年,建坪37.42,2房(室)2廳1衛,10/12樓,"2,399 萬"
公所邊間四房平車,新北市新店區五峰路 羅馬山莊,華廈,30.8年,建坪51.06,4房(室)2廳2衛,4/5樓,"2,768 萬"
公所邊間四房平車,新北市新店區五峰路 羅馬山莊,華廈,30.8年,建坪51.06,4房(室)2廳2衛,4/5樓,"2,768 萬"
裕隆邊間雙景兩房,新北市新店區寶興路 台北人,住宅大樓,16.1年,建坪37.42,2房(室)2廳1衛,10/12樓,"2,399 萬"
獨家市景庭院大宅,新北市新店區五峰路,透天厝,43.8年,建坪66.15,4房(室)2廳3衛,1~2/2樓,"2,888 萬"
裕隆百坪土地透天,新北市新店區長春路 大地世紀別墅,透天厝,36.5年,建坪98.62,6房(室)4廳4衛(含加蓋1房(室)1廳--衛),1~3/3樓,"5,280 萬"
景觀車庫精美別墅,新北市新店區五峰路,透天厝,41.4年,建坪49.14,4房(室)5廳4衛(含加蓋2房(室)3廳2衛),1~2/2樓,"2,980 萬"
秀朗福和現有頂加,新北市永和區秀朗路二段,公寓,45.5年,建坪36.03,6房(室)3廳3衛(含加蓋2房(室)1廳1衛),5/5樓,"1,680 萬"
臺大苑美裝三房車,新北市永和區成功路一段 漢寶臺大苑,住宅大樓,3.0年,建坪40.89,3房(室)2廳2衛,6/11樓,"2,788 萬"
學區公園首購三房,新北市永和區民族街,公寓,54.9年,建坪23.30,3房(室)2廳1衛,2/4樓,"1,298 萬"
朝代美裝兩房平車,新北市永和區成功路二段 朝代大第,住宅大樓,32.0年,建坪41.58,2房(室)2廳1衛,8/15樓,"2,380 萬"
秀朗美滿成家二樓,新北市永和區得和路,公寓,49.1年,建坪21.14,3房(室)2廳1衛,2/4樓,"1,388 萬"
秀朗美妝邊間四房,新北市永和區秀朗路二段,公寓,46.4年,建坪34.71,4房(室)2廳2衛,4/5樓,"1,980 萬"
秀朗活巷庭院一樓,新北市永和區民族街,公寓,45.2年,建坪30.30,4房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"2,160 萬"
捷運景觀全新成屋,新北市中和區秀朗路三段 悠秀賞,住宅大樓,2.0年,建坪48.16,3房(室)2廳2衛,13/13樓,"3,180 萬"
秀朗學區首購美寓,新北市永和區民族街,公寓,44.3年,建坪29.19,3房(室)2廳1衛,5/5樓,"1,388 萬"
秀朗國小電梯華廈,新北市永和區民權路,華廈,44.7年,建坪32.01,2房(室)4廳1.5衛(含加蓋--房(室)2廳--衛),7/7樓,"2,228 萬"
昇陽綠建築四房車,新北市永和區成功路二段 昇陽國艷,住宅大樓,21.7年,建坪67.78,4房(室)2廳2衛,4/14樓,"4,650 萬"
永基京華四房車位,新北市永和區得和路 永基京華,華廈,23.1年,建坪67.72,4房(室)2廳2衛,5/7樓,"4,650 萬"
環東大空間店辦,新北市永和區環河東路四段,公寓,45.6年,建坪30.98,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),1/5樓,"2,466 萬"
秀朗邊間四房三樓,新北市永和區民樂街,公寓,46.0年,建坪44.30,4房(室)2廳2衛,3/5樓,"1,980 萬"
秀朗學區黃金二樓,新北市永和區民族街,公寓,45.8年,建坪30.15,3房(室)2廳1衛,2/5樓,"1,780 萬"
