鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
中區,房地(土地+建物)+車位,臺中市中區自由路二段８７號二十樓之１,15.85,1090623,土地3建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140121,195.12,4,2,2,有,有,16500000,94134,坡道平面,34.71,1400000,RPQNMLKMLHKGFAB17DA,101.34,0,5.97,有
中區,房地(土地+建物)+車位,臺中市中區自由路二段８７號十一樓之２,12.2,1090624,土地3建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140121,157.81,3,2,2,有,有,12250000,88140,坡道平面,34.71,1400000,RPXNMLKMLHKGFAB87DA,73.21,0,9.12,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號十一樓之１,10.16,1090609,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,120.01,2,2,1,有,有,8240000,76141,坡道平面,27.55,1200000,RPRNMLLKLHKGFBB27DA,56,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號九樓之２,9.03,1090625,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,111.12,2,2,1,有,有,7430000,75018,坡道平面,28.74,1250000,RPTNMLLKLHKGFBB47DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號十一樓之２,9.03,1090617,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,111.12,2,2,1,有,有,7630000,75625,坡道平面,28.74,1400000,RPVNMLLKLHKGFBB67DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１５號十二樓之１,14.22,1090627,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,159.11,3,2,2,有,有,11380000,75784,坡道平面,28.74,1500000,RPUOMLLKLHKGFBB67DA,80.12,0,7.73,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１５號十二樓之６,10.38,1090624,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,123.91,2,2,1,有,有,8580000,73342,坡道平面,28.74,1600000,RPQTMLLKLHKGFBB77DA,58.01,0,6.02,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號九樓之３,10.16,1090611,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,120.01,2,2,1,有,有,8180000,75492,坡道平面,27.55,1200000,RPTTMLLKLHKGFBB08DA,56,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號十一樓之３,10.16,1090625,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,121.2,2,2,1,有,有,8370000,75384,坡道平面,28.74,1400000,RPVTMLLKLHKGFBB28DA,56,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號十二樓之３,10.16,1090626,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,121.2,2,2,1,有,有,8280000,76033,坡道平面,28.74,1250000,RPXTMLLKLHKGFBB48DA,56,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１５號十三樓之６,10.38,1090616,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,123.91,2,2,1,有,有,8410000,73658,坡道平面,28.74,1400000,RPSUMLLKLHKGFBB08DA,58.01,0,6.02,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號九樓之１,10.5,1090615,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,124.87,2,2,1,有,有,8450000,74899,坡道平面,28.74,1250000,RPSVMLLKLHKGFBB18DA,58.39,0,6.6,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２７號九樓之５,13.54,1090601,土地1建物1車位2,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,182.65,3,2,2,有,有,12160000,73180,坡道平面,57.48,3000000,RPWOOLLKLHKGFBB08DA,77.06,0,7.39,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１１號十三樓之２,16.36,1090608,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,178.32,4,2,2,有,有,12900000,76882,坡道平面,28.74,1400000,RPSQOLLKLHKGFBB87DA,92.39,0,8.68,有
北區,房地(土地+建物),臺中市北區進化路５２５號九樓之６,9.03,1090626,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,82.38,2,2,1,有,有,6020000,73076,,0,0,RPXNMLRKLHKGFBB48DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號四樓之６,9.03,1090602,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,111.12,2,2,1,有,有,7160000,71741,坡道平面,28.74,1250000,RPRQMLLKLHKGFBB57DA,50.32,0,5.11,有
北區,房地(土地+建物),臺中市北區進化路５２５號九樓之５,10.5,1090609,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,96.13,2,2,1,有,有,7170000,74586,,0,0,RPURMLLKLHKGFBB97DA,58.39,0,6.6,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號九樓之２,9.03,1090620,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,109.92,2,2,1,有,有,7350000,74663,坡道平面,27.55,1200000,RPTUMLLKLHKGFBB18DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號十二樓之５,10.16,1090625,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,121.28,2,2,1,有,有,8090000,73914,坡道平面,28.74,1250000,RPSWMLLKLHKGFBB28DA,56.08,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號十三樓之５,10.16,1090609,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,121.28,2,2,1,有,有,8120000,74238,坡道平面,28.74,1250000,RPUWMLLKLHKGFBB48DA,56.08,0,6.52,有
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號六樓之６,9.03,1090605,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,103.93,2,2,1,有,有,6750000,72721,坡道機械,21.56,760000,RPPNNLLKLHKGFBB17DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２７號八樓之３,13.54,1090623,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,153.95,3,2,2,有,有,10950000,75473,坡道平面,28.74,1500000,RPSPOLLKLHKGFBB77DA,77.06,0,7.43,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２７號九樓之３,13.54,1090601,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,153.95,3,2,2,有,有,10490000,72598,坡道平面,28.74,1400000,RPUNMLRKLHKGFBB18DA,77.06,0,7.43,有
中區,房地(土地+建物)+車位,臺中市中區自由路二段８７號六樓之８,9.99,1090619,土地3建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140121,135.43,2,2,2,有,有,9800000,83400,坡道平面,34.71,1400000,RPWQMLTJMHKGFAB78DA,62.84,0,4.57,有
