鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之６,26.32,住,,,1120422,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,182.3,3,2,2,有,有,23370000,142655,坡道平面,33.9,2200000,預售屋、或土地及建物分件登記案件；,RPSTMLSJPHKGFBB98DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之６,26.32,住,,,1120404,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,23170000,142655,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPTTMLSJPHKGFBB09DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十四樓之６,26.32,住,,,1120425,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,23320000,142992,坡道平面,28.29,2100000,本戶於113年12月18日讓渡，讓渡金額為新臺幣2332萬元整。預售屋、或土地及建物分件登記案件；,RPUTMLSJPHKGFBB56DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號四樓之６,26.32,住,,,1120414,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,22170000,135243,坡道平面,28.29,2100000,預售屋、或土地及建物分件登記案件；,RPOUMLSJPHKGFBB68DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號五樓之６,26.32,住,,,1120422,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,22730000,139690,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPPUMLSJPHKGFBB78DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號六樓之６,26.32,住,,,1120414,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,22810000,140903,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPQUMLSJPHKGFBB88DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之７,31.35,住,,,1120409,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,28560000,139974,坡道平面,56.58,3800000,預售屋、或土地及建物分件登記案件；,RPPVMLSJPHKGFBB88DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號八樓之７,31.35,住,,,1120409,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,28400000,139069,坡道平面,56.58,3800000,預售屋、或土地及建物分件登記案件；,RPWVMLSJPHKGFBB96DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之８,22.2,住,,,1120421,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19620000,141579,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPRWMLSJPHKGFBB56DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十四樓之８,22.2,住,,,1120421,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19760000,141898,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPTWMLSJPHKGFBB76DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之８,22.2,住,,,1120416,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19650000,141019,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPSNNLSJPHKGFBB48DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之１０,24.77,住,,,1120410,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.09,3,2,2,有,有,21540000,139771,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPPPNLSJPHKGFBB38DA,79.84,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之１０,24.66,住,,,1120429,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,167.43,3,2,2,有,有,21360000,139140,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPQQNLSJPHKGFBB58DA,79.84,0,10.85,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號三樓之２,25.82,住,,,1120407,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,173.99,3,2,2,有,有,22220000,138092,坡道平面,28.29,2100000,預售屋、或土地及建物分件登記案件；,RPVPMLSJPHKGFBB88DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之６,26.32,住,,,1120430,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,23120000,142992,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPVTMLSJPHKGFBB66DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之８,22.2,住,,,1120409,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19760000,141898,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPUWMLSJPHKGFBB86DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號二樓之９,24.66,住,,,1120409,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,167.48,3,2,2,有,有,20790000,134277,坡道平面,28.29,2100000,預售屋、或土地及建物分件登記案件；,RPPONLSJPHKGFBB28DA,80.86,0,9.8,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之７,31.35,住,,,1120423,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,205.18,4,2,2,有,有,26400000,138504,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPVVMLSJPHKGFBB86DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之９,24.95,住,,,1120415,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.92,3,2,2,有,有,21790000,141435,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPOONLSJPHKGFBB18DA,80.86,0,10.81,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十一樓之６,26.32,住,,,1120407,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,23230000,142385,坡道平面,28.29,2100000,本戶於113年05月03日讓渡，讓渡金額為新臺幣2408萬元整。預售屋、或土地及建物分件登記案件；,RPRTMLSJPHKGFBB88DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十樓之７,31.35,住,,,1120405,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,28650000,139352,坡道平面,56.58,4000000,預售屋、或土地及建物分件登記案件；,RPUUMLSJPHKGFBB66DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號六樓之１０,24.77,住,,,1120416,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.09,3,2,2,有,有,21290000,137983,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPXPNLSJPHKGFBB56DA,79.84,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之１,33.23,住,,,1120407,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,241.68,4,2,2,有,有,30710000,142026,坡道平面,54.32,4100000,預售屋、或土地及建物分件登記案件；,RPXOMLSJPHKGFBB98DA,110.86,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十一樓之５,23.07,住,,,1120414,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,156.14,3,2,2,有,有,20810000,145339,坡道平面,26.03,1900000,預售屋、或土地及建物分件登記案件；,RPXRMLSJPHKGFBB66DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號三樓之９,24.95,住,,,1120430,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.92,3,2,2,有,有,21000000,135817,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPQONLSJPHKGFBB38DA,80.86,0,10.81,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之５,23.07,住,,,1120324,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,20950000,145646,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPPSMLSJPHKGFBB58DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之５,23.07,住,,,1120330,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,186.69,3,2,2,有,有,22690000,144416,坡道平面,56.58,3900000,本戶於112年11月19日加購車位。預售屋、或土地及建物分件登記案件；,RPXSMLSJPHKGFBB76DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之６,26.32,住,,,1120319,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,176.69,3,2,2,有,有,22980000,142049,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPTUMLSJPHKGFBB56DA,85.49,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號五樓之５,23.07,住,,,1120316,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.43,3,2,2,有,有,22140000,141726,坡道平面,54.32,3700000,預售屋、或土地及建物分件登記案件；,RPVSMLSJPHKGFBB56DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之７,31.35,住,,,1120319,土地1建物1車位3,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,261.76,4,2,2,有,有,30300000,139069,坡道平面,84.87,5700000,本戶於112年07月25日加購車位。本戶於113年09月11日讓渡，讓渡金額為新臺幣3058萬元整。預售屋、或土地及建物分件登記案件；,RPXVMLSJPHKGFBB07DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號五樓之８,22.2,住,,,1120323,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19420000,139182,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPONNLSJPHKGFBB08DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十四樓之９,25.06,住,,,1120328,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,169.58,3,2,2,有,有,21990000,141482,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPXNNLSJPHKGFBB98DA,80.86,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號三樓之１０,24.66,住,,,1120306,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,167.43,3,2,2,有,有,20600000,134397,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPUPNLSJPHKGFBB88DA,79.84,0,10.85,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號二樓之１,32.91,住,,,1120324,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,240.09,4,2,2,有,有,27450000,126770,坡道平面,54.32,3900000,預售屋、或土地及建物分件登記案件；,RPQOMLSJPHKGFBB28DA,110.86,0,10.18,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號四樓之１０,24.77,住,,,1120305,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.09,3,2,2,有,有,20480000,132904,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPVPNLSJPHKGFBB98DA,79.84,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之３,22.93,住,,,1120317,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,157.64,3,2,2,有,有,21170000,147429,坡道平面,28.29,2100000,預售屋、或土地及建物分件登記案件；,RPXQMLSJPHKGFBB56DA,78.72,0,5.62,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之５,23.07,住,,,1120324,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,20850000,145646,坡道平面,28.29,1900000,本戶於113年09月27日讓渡，讓渡金額為新臺幣2309萬元整。預售屋、或土地及建物分件登記案件；,RPOSMLSJPHKGFBB48DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之８,22.2,住,,,1120312,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19470000,140380,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPQNNLSJPHKGFBB28DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十樓之９,25.06,住,,,1120325,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,169.58,3,2,2,有,有,22000000,140845,坡道平面,28.29,2100000,本戶於114年05月15日讓渡，讓渡金額為新臺幣2200萬元整。預售屋、或土地及建物分件登記案件；,RPTNNLSJPHKGFBB58DA,80.86,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之１０,24.66,住,,,1120304,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,167.43,3,2,2,有,有,21270000,138494,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPOQNLSJPHKGFBB38DA,79.84,0,10.85,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號八樓之１０,24.77,住,,,1120314,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.09,3,2,2,有,有,21250000,139127,坡道平面,28.29,1800000,預售屋、或土地及建物分件登記案件；,RPPQNLSJPHKGFBB48DA,79.84,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十樓之５,23.07,住,,,1120210,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,184.43,3,2,2,有,有,22510000,145339,坡道平面,54.32,3600000,本戶於113年04月26日讓渡，讓渡金額為新臺幣2261萬元整。預售屋、或土地及建物分件登記案件；,RPWRMLSJPHKGFBB56DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號六樓之５,23.07,住,,,1120220,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,20720000,143878,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPWSMLSJPHKGFBB66DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十四樓之７,31.35,住,,,1120213,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,28760000,139974,坡道平面,56.58,4000000,預售屋、或土地及建物分件登記案件；,RPOVMLSJPHKGFBB78DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之９,24.95,住,,,1120212,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.92,3,2,2,有,有,21850000,141151,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPWNNLSJPHKGFBB88DA,80.86,0,10.81,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號九樓之５,23.07,住,,,1120222,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,20770000,145031,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPPTMLSJPHKGFBB68DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號二樓之７,31.35,住,,,1120211,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,27460000,134321,坡道平面,56.58,3700000,預售屋、或土地及建物分件登記案件；,RPQVMLSJPHKGFBB98DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之９,25.06,住,,,1120212,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,169.58,3,2,2,有,有,21940000,141128,坡道平面,28.29,2000000,本戶於113年11月18日讓渡，讓渡金額為新臺幣2394萬元整。預售屋、或土地及建物分件登記案件；,RPVNNLSJPHKGFBB78DA,80.86,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號二樓之２,25.38,住,,,1120224,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,169.38,3,2,2,有,有,21270000,136519,坡道平面,26.03,1700000,本戶於113年06月13日讓渡，讓渡金額為新臺幣2127萬元整。預售屋、或土地及建物分件登記案件；,RPUPMLSJPHKGFBB78DA,84.41,0,8.99,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號四樓之２,25.82,住,,,1120217,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,173.99,3,2,2,有,有,21800000,136582,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPWPMLSJPHKGFBB98DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號四樓之８,22.2,住,,,1120107,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,18760000,134708,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPXWMLSJPHKGFBB17DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之８,22.2,住,,,1120120,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.45,3,2,2,有,有,19720000,141579,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPSWMLSJPHKGFBB66DA,76.15,0,5.43,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十一樓之１１,22.17,住,,,1120107,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,153.39,3,2,2,有,有,19800000,143885,坡道平面,28.29,1800000,預售屋、或土地及建物分件登記案件；,RPSQNLSJPHKGFBB78DA,76.85,0,4.71,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之１,33.23,住,,,1120103,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,243.94,4,2,2,有,有,30720000,142613,坡道平面,56.58,4000000,預售屋、或土地及建物分件登記案件；,RPWNMLSJPHKGFBB78DA,110.86,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之５,23.07,住,,,1120119,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,20990000,145953,坡道平面,28.29,2000000,本戶於113年06月17日讓渡，讓渡金額為新臺幣2235萬元整。預售屋、或土地及建物分件登記案件；,RPRSMLSJPHKGFBB78DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十一樓之１,33.23,住,,,1111210,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,241.68,4,2,2,有,有,30760000,142293,坡道平面,54.32,4100000,預售屋、或土地及建物分件登記案件；,RPVNMLSJPHKGFBB68DA,110.86,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之７,31.35,住,,,1111224,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,233.47,4,2,2,有,有,28910000,139691,坡道平面,56.58,4200000,預售屋、或土地及建物分件登記案件；,RPXUMLSJPHKGFBB96DA,103.74,0,11.56,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之９,24.95,住,,,1111219,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,168.92,3,2,2,有,有,21680000,139942,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPUONLSJPHKGFBB78DA,80.86,0,10.81,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號三樓之５,23.07,住,,,1111203,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,158.4,3,2,2,有,有,19960000,138806,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPTSMLSJPHKGFBB98DA,77.68,0,7.17,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十五樓之１,33.23,住,,,1111231,土地1建物1車位3,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,272.23,4,2,2,有,有,33070000,142880,坡道平面,84.87,6300000,本戶於112年03月08日加購車位。預售屋、或土地及建物分件登記案件；,RPPOMLSJPHKGFBB18DA,110.86,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號二樓之３,22.93,住,,,1111212,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,157.64,3,2,2,有,有,20050000,140317,坡道平面,28.29,1900000,本戶於112年06月14日讓渡，讓渡金額為新臺幣2250萬元整。預售屋、或土地及建物分件登記案件；,RPORMLSJPHKGFBB38DA,78.72,0,5.62,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號五樓之２,25.82,住,,,1111202,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,200.01,3,2,2,有,有,24550000,141053,坡道平面,54.32,4000000,預售屋、或土地及建物分件登記案件；,RPXPMLSJPHKGFBB09DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號八樓之９,25.06,住,,,1111219,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,169.58,3,2,2,有,有,21860000,140562,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPVONLSJPHKGFBB88DA,80.86,0,11.26,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之１,33.23,住,,,1111105,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,241.68,4,2,2,有,有,30450000,141706,坡道平面,54.32,3900000,預售屋、或土地及建物分件登記案件；,RPXNMLSJPHKGFBB88DA,110.86,0,11.3,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十樓之２,25.82,住,,,1111104,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,173.99,3,2,2,有,有,22710000,142828,坡道平面,28.29,1900000,預售屋、或土地及建物分件登記案件；,RPOPMLSJPHKGFBB18DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十三樓之２,25.82,住,,,1111103,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,200.01,3,2,2,有,有,24360000,143181,坡道平面,54.32,3500000,預售屋、或土地及建物分件登記案件；,RPRPMLSJPHKGFBB48DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之２,25.82,住,,,1111113,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,173.99,3,2,2,有,有,22780000,141935,坡道平面,28.29,2100000,本戶於114年04月01日讓渡，讓渡金額為新臺幣2278萬元整。預售屋、或土地及建物分件登記案件；,RPPQMLSJPHKGFBB38DA,84.41,0,10.57,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號十二樓之３,22.93,住,,,1111112,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,157.64,3,2,2,有,有,20920000,146270,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPUQMLSJPHKGFBB88DA,78.72,0,5.62,有,,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富五街８８號七樓之３,22.93,住,,,1111104,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,157.64,3,2,2,有,有,20760000,145033,坡道平面,28.29,2000000,預售屋、或土地及建物分件登記案件；,RPTRMLSJPHKGFBB88DA,78.72,0,5.62,有,,
